record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,crop_name_raw,price_vs_msp_pct,below_msp,mandi_name,district_master,state
PR010212,2026-02-21,,Amritsar,Maize,2077.0,2483.87,2280.31,2090.0,corn,9.105741626794256,False,,,
PR003379,2026-03-11,MANDI043,Ambala,Basmati,2104.47,2341.27,,2183.0,Basmati,,False,Danapur Mandi,Agra,Uttar Pradesh
PR008757,2026-05-09,MANDI005,Jalandhar,Maize,2182.0,2472.098786664116,2327.0,,corn,,False,Bhilwara Grain Market,Amritsar,Punjab
PR010702,2026-02-19,MANDI057,Bathinda,Wheat,2146.8,2431.0,2288.67,2275.0,Gehun,0.6008791208791241,False,Gorakhpur APMC,Bareilly,
PR000179,2026-01-18,MANDI011,Fatehabad,Maize,1858.0,2301.18,2079.0,2090.0,Maize,-0.5263157894736842,True,Arrah Mandi,Patiala,Punjab
PR001938,2026-06-21,MANDI023,Jalandhar,Sugarcane,3238.13,3765.13,3501.63,3500.0,गन्ना,0.0465714285714316,False,Panihati APMC,Karnal,Haryana
PR005764,2026-04-23,MANDI041,Sirsa,Sugarcane,3219.0,3668.62,3443.64,3500.0,Sugarcane,-1.610285714285718,True,Gurgaon Grain Market,Fatehabad,Haryana
PR005607,2026-08-17,MANDI055,Jalandhar,Maize,1920.48,2390.27,2155.37,,Corn,,False,Chandigarh APMC,Bareilly,Uttar Pradesh
PR003446,2026-08-30,MANDI050,,Mustard,5062.37,5475.0,,5650.0,mustard,,False,Durg Market,Muzaffarnagar,Uttar Pradesh
PR006208,2026-08-16,MANDI027,Kurukshetra,Sugarcane,2988.0,,3263.74,3500.0,गन्ना,-6.750285714285721,True,Kochi APMC,Hisar,Haryana
PR001957,2026-03-07,MANDI051,Jalandhar,Sugarcane,3070.59,3488.13,3279.0,3500.0,Ganna,-6.314285714285714,True,Gulbarga Market,Saharanpur,Uttar Pradesh
PR002900,2026-03-27,MANDI031,Ambala,Basmati,2052.0,2343.634069670659,2198.0,,Basmati,,False,Nangloi Jat Mandi,Sirsa,Haryana
PR006870,2026-06-25,MANDI053,Fatehabad,Cotton,5726.739617810035,6317.54,6022.14,,cotton,,False,Panihati Market,Saharanpur,Uttar Pradesh
PR011059,2026-04-21,MANDI007,Ambala,Cotton,5718.94,6760.46,6239.7,6620.0,Narma,-5.744712990936559,True,Nashik Mandi,Amritsar,Punjab
PR007586,2026-02-05,MANDI025,Ferozepur,Cotton,6129.21,7487.52,6808.0,6620.0,Narma,2.8398791540785497,False,Dindigul APMC,Karnal,Haryana
PR000697,2026-06-04,MANDI015,Hisar,Sugarcane,3042.93,3336.88,3190.0,,sugarcane,,False,Amravati Grain Market,Bathinda,Punjab
PR004555,2026-08-19,MANDI033,Jalandhar,Rice,1868.66,,,,धान,,False,South Dumdum Grain Market,Ambala,Haryana
PR002717,2026-05-23,MANDI048,Ludhiana,Cotton,5664.39,6574.0,6119.19,6620.0,Kapas,-7.565105740181274,True,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR004551,2026-02-23,MANDI029,Moga,Sugarcane,3400.83,3989.0,3695.0,3500.0,sugarcane,5.571428571428571,False,Asansol Grain Market,Sirsa,Haryana
PR008320,2026-01-13,MANDI051,Ludhiana,Mustard,5192.2,6242.156754890059,5717.18,5650.0,Sarson,1.1890265486725715,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR002443,2026-03-23,MANDI018,Ludhiana,Rice,1942.85,,2181.0,2183.0,Chawal,-0.0916170407695831,True,Jaunpur Mandi,Moga,Punjab
PR003257,2026-04-05,MANDI057,Fatehabad,Cotton,6864.21,7579.0,7221.602462186487,6620.0,Narma,9.087650486200712,False,Gorakhpur APMC,Bareilly,
PR001950,2026-09-08,MANDI024,Moga,Maize,1962.0,2276.47,2119.0,2090.0,Maize,1.38755980861244,False,Jaipur Mandi,Karnal,Haryana
PR002753,2026-09-04,MANDI041,Jalandhar,Sugarcane,3232.05,3855.04,3544.0,3500.0,गन्ना,1.2571428571428571,False,Gurgaon Grain Market,Fatehabad,Haryana
PR002050,2026-06-11,MANDI024,Bathinda,Wheat,1971.31,2319.543945595378,2145.43,2275.0,Kanak,-5.695384615384622,True,Jaipur Mandi,Karnal,Haryana
PR009809,2026-04-22,MANDI049,Fatehabad,Cotton,6797.0,7413.0,7105.32,,Narma,,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR004849,2026-05-07,MANDI055,Hisar,Sugarcane,3289.0,3956.8523272526313,3623.0,3500.0,Ganne,3.5142857142857142,False,Chandigarh APMC,Bareilly,Uttar Pradesh
PR011108,2026-04-27,MANDI001,Amritsar,Wheat,2197.997761119742,2700.93,2449.46,2275.0,GEHUN,7.66857142857143,False,Hyderabad Mandi,Ludhiana,Punjab
PR010288,2026-07-13,MANDI029,,Mustard,4881.18,6040.377884609451,5460.78,5650.0,Mustard,-3.3490265486725708,True,Asansol Grain Market,Sirsa,Haryana
PR001391,2026-05-15,MANDI008,,Cotton,5835.63,6536.4,6186.01,6620.0,Cotton,-6.555740181268879,True,Bijapur Market,Amritsar,Punjab
PR003152,2026-01-15,MANDI019,Sirsa,Mustard,5407.0,5763.0,5584.58,5650.0,सरसों,-1.1578761061946916,True,Karimnagar Grain Market,Moga,Punjab
PR011920,2026-05-12,MANDI020,Fatehabad,Wheat,2228.18,,2302.0,2275.0,wheat,1.1868131868131868,False,Kadapa Mandi,Ferozepur,Punjab
PR005887,2026-02-04,MANDI051,Moga,Rice,,2769.85,2497.0,2183.0,Chawal,14.383875400824554,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR002000,2026-01-15,,Ludhiana,Maize,2194.35,2374.21,2284.0,2090.0,Maize,9.282296650717702,False,,,
PR001953,2026-07-24,MANDI048,Moga,Wheat,2076.0,2321.04,2198.52,,WHEAT,,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR000938,2026-07-22,MANDI046,,Mustard,5476.86,6321.0,5898.74,5650.0,Sarso,4.402477876106191,False,Baranagar Market,,Uttar Pradesh
PR002181,2026-02-19,MANDI029,Ludhiana,Cotton,6131.0,6988.74,6559.673066764204,6620.0,कपास,-0.911282979392687,True,Asansol Grain Market,Sirsa,Haryana
PR003738,2026-04-09,MANDI057,Karnal,Cotton,6095.45,7404.57,6750.01,,cotton,,False,Gorakhpur APMC,Bareilly,
PR008780,2026-01-26,MANDI026,,Wheat,2173.74,2500.07,2337.0,2275.0,Gehun,2.7252747252747254,False,Tadipatri Mandi,Hisar,Haryana
PR007881,2026-08-31,MANDI037,Sirsa,Maize,2067.671790116652,2324.74,2196.0,2090.0,corn,5.071770334928229,False,Jorhat Grain Market,Kurukshetra,Haryana
PR008951,2026-06-24,MANDI029,Karnal,Mustard,4802.68,5458.0,5130.0,5650.0,mustard,-9.20353982300885,True,Asansol Grain Market,Sirsa,Haryana
PR007493,2026-06-22,MANDI046,Jalandhar,Maize,1892.425500807009,2133.92,2013.0,2090.0,Maize,-3.684210526315789,True,Baranagar Market,,Uttar Pradesh
PR010066,2026-05-06,MANDI023,Ferozepur,Mustard,5602.56,6843.16,6222.86,5650.0,Sarso,10.13911504424778,False,Panihati APMC,Karnal,Haryana
PR011000,2026-02-21,MANDI027,Amritsar,Maize,1920.0,2225.0,2072.53,,Maize,,False,Kochi APMC,Hisar,Haryana
PR010739,2026-04-27,MANDI032,Patiala,Sugarcane,3048.0,3733.0,3390.0,3500.0,Ganne,-3.1428571428571432,True,Chapra Grain Market,,Haryana
PR002373,2026-08-15,MANDI023,Ambala,Mustard,5651.0,6308.88,5979.71,5650.0,सरसों,5.835575221238939,False,Panihati APMC,Karnal,Haryana
PR009431,2026-07-19,MANDI033,Patiala,Sugarcane,3588.0,4148.0,3868.3,3500.0,Ganne,10.522857142857148,False,South Dumdum Grain Market,Ambala,Haryana
PR008124,2026-07-27,MANDI012,,Maize,1890.52,2182.0,2036.0,2090.0,Maize,-2.583732057416268,True,Gaya Grain Market,Patiala,Punjab
PR010191,2026-03-23,MANDI039,Sirsa,Sugarcane,3158.673116941412,3837.0,3497.88,3500.0,Sugarcane,-0.0605714285714254,True,Anand Grain Market,,Haryana
PR006932,2026-03-15,MANDI024,Ludhiana,Cotton,6413.1,7777.28,7095.0,6620.0,Kapas,7.175226586102719,False,Jaipur Mandi,Karnal,Haryana
PR006295,2026-02-27,MANDI046,Jalandhar,Cotton,6845.87,8537.66,7691.76,6620.0,Kapas,16.18972809667674,False,Baranagar Market,,Uttar Pradesh
PR007587,2026-05-31,MANDI057,Ferozepur,Rice,,2636.4,2405.36,2183.0,paddy,10.18598259276226,False,Gorakhpur APMC,Bareilly,
PR002680,2026-05-03,MANDI048,,Maize,2158.0,2578.823284871472,2368.64,,Maize,,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR006953,2026-03-05,MANDI027,Moga,Mustard,5646.11,6107.295487314894,5876.7,5650.0,Sarson,4.01238938053097,False,Kochi APMC,Hisar,Haryana
PR003680,2026-01-29,MANDI043,Sirsa,Sugarcane,3363.03,4149.0,3756.0,3500.0,Ganne,7.314285714285715,False,Danapur Mandi,Agra,Uttar Pradesh
PR008061,2026-05-20,MANDI044,Ferozepur,Sugarcane,3119.0,3812.04,3465.52,3500.0,Ganna,-0.9851428571428577,True,Dehri Mandi,Agra,Uttar Pradesh
PR005638,2026-05-12,MANDI033,Ferozepur,Sugarcane,3357.72,3694.01,,3500.0,sugarcane,,False,South Dumdum Grain Market,Ambala,Haryana
PR007120,2026-04-25,MANDI046,Ambala,Cotton,6342.51,6719.0,6531.0,6620.0,कपास,-1.3444108761329303,True,Baranagar Market,,Uttar Pradesh
PR007567,2026-02-13,MANDI029,,Maize,1928.05,2044.1117827624207,1986.0,,Corn,,False,Asansol Grain Market,Sirsa,Haryana
PR011832,2026-06-27,MANDI028,Patiala,Cotton,5964.13,7196.88,6580.5,6620.0,Kapas,-0.5966767371601208,True,Machilipatnam APMC,Hisar,Haryana
PR005268,2026-02-12,MANDI047,Karnal,Sugarcane,3334.28,3671.97,3503.125272293878,3500.0,गन्ना,0.0892934941107991,False,Orai Market,Muzaffarnagar,Uttar Pradesh
PR001825,2026-04-21,MANDI036,Ludhiana,Mustard,5590.59929945728,6436.14,6013.37,,Sarso,,False,Mysore Grain Market,Kurukshetra,Haryana
PR004491,2026-04-19,MANDI023,Fatehabad,Rice,1905.0,2084.0,,2183.0,धान,,False,Panihati APMC,Karnal,Haryana
PR004332,2026-08-30,MANDI003,Moga,Wheat,1985.0,2109.36,2047.0,2275.0,WHEAT,-10.021978021978022,True,Vijayawada Mandi,Ludhiana,Punjab
PR002324,2026-02-10,MANDI036,Ludhiana,Rice,1950.0,2103.6,2026.83,,चावल,,False,Mysore Grain Market,Kurukshetra,Haryana
PR007396,2026-06-08,,Patiala,Sugarcane,3405.0,3721.0,3562.69,3500.0,गन्ना,1.791142857142859,False,,,
PR007983,2026-05-19,MANDI013,Kurukshetra,Mustard,5873.03,6449.1079347779205,6161.07,5650.0,सरसों,9.045486725663713,False,Aurangabad Market,Patiala,Punjab
PR005566,2026-06-05,MANDI017,,Cotton,5773.0,7023.07,6397.82,6620.0,Narma,-3.3561933534743247,True,Parbhani Market,,Punjab
PR009828,2026-05-23,MANDI007,Amritsar,Wheat,2048.35,2486.74,2267.55,2275.0,GEHUN,-0.3274725274725195,True,Nashik Mandi,Amritsar,Punjab
PR004842,2026-06-11,MANDI045,Bathinda,Maize,1947.9,2113.27,2030.59,2090.0,Maize,-2.8425837320574203,True,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR003644,2026-01-23,MANDI030,Fatehabad,Rice,1951.04,2356.04,2153.54,,Paddy,,False,Patiala APMC,Sirsa,
PR005661,2026-05-18,MANDI023,Fatehabad,Wheat,2271.08,2708.9893945074823,2490.04,2275.0,गेहूं,9.45230769230769,False,Panihati APMC,Karnal,Haryana
PR011681,2026-07-13,MANDI038,Hisar,Maize,2055.09,,2255.0,2090.0,Makki,7.894736842105263,False,Jalandhar Mandi,Kurukshetra,Haryana
PR008540,2026-05-03,MANDI030,Jalandhar,Maize,2074.7309339828325,2309.0,2191.83,2090.0,मक्का,4.872248803827748,False,Patiala APMC,Sirsa,
PR001565,2026-07-27,,Moga,Mustard,5195.0,6433.0,5814.2,,Sarson,,False,,,
PR005555,2026-04-14,MANDI031,,Sugarcane,3205.35,3462.0,3333.56,,Ganne,,False,Nangloi Jat Mandi,Sirsa,Haryana
PR002355,2026-02-11,MANDI040,Ludhiana,Sugarcane,3195.62,3633.0,3414.1337467024077,3500.0,Ganne,-2.453321522788364,True,Jodhpur Market,Fatehabad,Haryana
PR008309,2026-01-21,MANDI049,Ferozepur,Rice,2211.02,2543.0,2377.0,,धान,,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR011975,2026-04-26,,Ferozepur,Maize,2023.65,2207.08,2115.37,2090.0,Maize,1.2138755980861191,False,,,
PR004383,2026-07-07,MANDI024,Bathinda,Wheat,2198.0,2538.83,2369.0,,गेहूं,,False,Jaipur Mandi,Karnal,Haryana
PR010167,2026-01-27,MANDI001,Jalandhar,Mustard,5036.439781677617,5709.06,5373.0,,सरसों,,False,Hyderabad Mandi,Ludhiana,Punjab
PR010954,2026-01-24,MANDI044,Fatehabad,Sugarcane,3149.3430702124083,3316.25,,3500.0,sugarcane,,False,Dehri Mandi,Agra,Uttar Pradesh
PR002174,2026-04-25,MANDI006,Amritsar,Sugarcane,3098.99,3344.49,3222.0,,Ganne,,False,Kochi Mandi,Amritsar,Punjab
PR002654,2026-01-24,MANDI009,Ludhiana,Sugarcane,3227.68,3595.0,,3500.0,Ganna,,False,Jamshedpur APMC,Jalandhar,Punjab
PR010500,2026-01-01,MANDI044,,Maize,2093.5,2547.81,2321.0,2090.0,Makka,11.052631578947368,False,Dehri Mandi,Agra,Uttar Pradesh
PR003868,2026-05-31,MANDI002,Ambala,Sugarcane,3530.517457118641,4126.21,3828.0,3500.0,Ganne,9.37142857142857,False,Solapur Mandi,Ludhiana,
PR005213,2026-05-01,MANDI057,,Wheat,2362.33,2806.88,2585.0,,Wheat,,False,Gorakhpur APMC,Bareilly,
PR005395,2026-01-19,MANDI035,Patiala,Basmati,2121.0,2609.74,2365.61,2183.0,Basmati,8.365093907466795,False,Guntakal Mandi,Ambala,Haryana
PR005496,2026-03-27,MANDI038,Moga,Sugarcane,3575.22,4425.916823082361,4001.0,3500.0,sugarcane,14.314285714285717,False,Jalandhar Mandi,Kurukshetra,Haryana
PR011829,2026-03-05,MANDI034,Moga,Sugarcane,3068.9716440416564,3265.02,,3500.0,गन्ना,,False,Ludhiana Grain Market,Ambala,Haryana
PR006161,2026-03-24,MANDI020,Fatehabad,Cotton,6152.11,6962.39,6557.25,6620.0,cotton,-0.9478851963746224,True,Kadapa Mandi,Ferozepur,Punjab
PR003133,2026-01-22,MANDI020,Ludhiana,Wheat,2097.0,2482.53,2290.0,2275.0,GEHUN,0.6593406593406593,False,Kadapa Mandi,Ferozepur,Punjab
PR000324,2026-04-14,MANDI041,Karnal,Rice,1916.0,2172.53,2044.0,2183.0,Dhaan,-6.3673843334860285,True,Gurgaon Grain Market,Fatehabad,Haryana
PR003513,2026-06-13,MANDI030,Bathinda,Maize,1840.96,1935.0,1887.83,2090.0,Makka,-9.673205741626797,True,Patiala APMC,Sirsa,
PR003517,2026-03-07,,Ferozepur,Maize,2102.0,2326.27,,2090.0,Maize,,False,,,
PR004118,2026-03-20,MANDI032,,Mustard,5895.31,6302.0,6098.6,5650.0,mustard,7.939823008849564,False,Chapra Grain Market,,Haryana
PR009269,2026-02-19,MANDI043,Ambala,Maize,1784.0,2008.2556912519344,1896.18,,corn,,False,Danapur Mandi,Agra,Uttar Pradesh
PR011838,2026-05-13,MANDI019,Moga,Sugarcane,3509.87,3746.69,3628.28,3500.0,Sugarcane,3.665142857142863,False,Karimnagar Grain Market,Moga,Punjab
PR004319,2026-05-01,MANDI014,Ambala,Mustard,5590.820390359483,6158.0,5875.0,,Sarso,,False,Bathinda Grain Market,Patiala,Punjab
PR005208,2026-01-31,MANDI046,Moga,Mustard,5610.67,6557.92,6084.296352593803,,सरसों,,False,Baranagar Market,,Uttar Pradesh
PR004156,2026-08-10,MANDI051,Hisar,Cotton,6287.0,7158.84,6723.0,6620.0,Cotton,1.555891238670695,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR009678,2026-08-31,,Bathinda,Sugarcane,3175.630577576135,3784.42,3480.02,,Ganna,,False,,,
PR004119,2026-07-04,MANDI016,Ludhiana,Rice,1974.0,2155.0,2064.73,2183.0,धान,-5.4177737059092985,True,Kulti APMC,Bathinda,Punjab
PR009664,2026-08-19,MANDI048,Bathinda,Wheat,2376.7746998767834,2715.66,2546.22,2275.0,Wheat,11.921758241758234,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR000754,2026-03-05,MANDI055,Jalandhar,Cotton,5704.0,6653.0,6178.0,6620.0,Kapas,-6.676737160120847,True,Chandigarh APMC,Bareilly,Uttar Pradesh
PR006452,2026-05-15,MANDI048,Amritsar,Sugarcane,3333.05,3745.96,3540.0,3500.0,गन्ना,1.1428571428571428,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR005922,2026-01-25,MANDI028,Ferozepur,Rice,2220.807200424176,2482.0,2351.48,2183.0,चावल,7.717819514429684,False,Machilipatnam APMC,Hisar,Haryana
PR007728,2026-07-13,MANDI051,Ferozepur,Sugarcane,3649.71,3887.01,3768.36,3500.0,गन्ना,7.667428571428575,False,Gulbarga Market,Saharanpur,Uttar Pradesh
PR004990,2026-04-11,MANDI034,Kurukshetra,Wheat,2334.0,2776.61,2555.0,2275.0,Kanak,12.307692307692308,False,Ludhiana Grain Market,Ambala,Haryana
PR000321,2026-01-26,MANDI024,Ferozepur,Maize,2018.0,2454.85,2236.0,,Corn,,False,Jaipur Mandi,Karnal,Haryana
PR010252,2026-04-27,,Kurukshetra,Cotton,6369.67,7866.0,7118.0,6620.0,Cotton,7.522658610271904,False,,,
PR005795,2026-01-27,,,Maize,1848.54,2079.67,1964.11,2090.0,Makka,-6.02344497607656,True,,,
PR009072,2026-08-09,MANDI033,Fatehabad,Mustard,5588.0,6265.674945038021,,5650.0,सरसों,,False,South Dumdum Grain Market,Ambala,Haryana
PR002024,2026-09-01,MANDI045,Ambala,Mustard,4863.0,5545.0,5204.065894498197,5650.0,mustard,-7.892639035430142,True,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR008035,2026-04-09,MANDI010,Patiala,Mustard,,6732.0,6307.01,5650.0,Mustard,11.628495575221242,False,Dhule APMC,Jalandhar,Punjab
PR001347,2026-08-08,MANDI054,Moga,Cotton,6918.0,7379.0,7148.44,6620.0,Cotton,7.982477341389722,False,Nangloi Jat Grain Market,Saharanpur,
PR004368,2026-02-15,MANDI019,Hisar,Cotton,6832.261464549546,8453.72,7642.99,6620.0,cotton,15.45302114803625,False,Karimnagar Grain Market,Moga,Punjab
PR001830,2026-04-29,MANDI038,Sirsa,Cotton,6585.53,7000.02,6793.0,6620.0,Kapas,2.6132930513595163,False,Jalandhar Mandi,Kurukshetra,Haryana
PR002997,2026-02-20,MANDI042,Fatehabad,Mustard,5600.6,6419.0,6009.61,5650.0,Mustard,6.364778761061942,False,Erode Mandi,Fatehabad,Haryana
PR003441,2026-07-20,MANDI037,Moga,Wheat,2141.92,2606.0,2374.0,2275.0,WHEAT,4.351648351648352,False,Jorhat Grain Market,Kurukshetra,Haryana
PR010763,2026-02-22,MANDI032,Sirsa,Sugarcane,3635.88,4178.0,3907.0,3500.0,गन्ना,11.628571428571428,False,Chapra Grain Market,,Haryana
PR002942,2026-09-06,MANDI047,Hisar,Cotton,5904.44,6881.6,6393.02,6620.0,cotton,-3.428700906344404,True,Orai Market,Muzaffarnagar,Uttar Pradesh
PR007340,2026-04-21,MANDI034,Ambala,Maize,1856.583071361557,,2067.75,,corn,,False,Ludhiana Grain Market,Ambala,Haryana
PR007470,2026-01-13,,Bathinda,Sugarcane,3071.3913439628195,3251.0,,3500.0,Ganne,,False,,,
PR008210,2026-02-25,MANDI035,Ambala,Mustard,4915.41,5429.0,5172.4,5650.0,सरसों,-8.45309734513275,True,Guntakal Mandi,Ambala,Haryana
PR002300,2026-09-08,MANDI031,Jalandhar,Rice,2100.1421022281097,2275.87,2188.0,2183.0,Rice,0.2290426019239578,False,Nangloi Jat Mandi,Sirsa,Haryana
PR002566,2026-06-04,MANDI011,Ludhiana,Wheat,2020.69,2435.55,2228.12,2275.0,Gehun,-2.0606593406593454,True,Arrah Mandi,Patiala,Punjab
PR007406,2026-09-06,MANDI050,Hisar,Wheat,2009.0,2458.9,2233.93,2275.0,WHEAT,-1.8052747252747323,True,Durg Market,Muzaffarnagar,Uttar Pradesh
PR002267,2026-08-26,MANDI006,Bathinda,Sugarcane,3426.0,3920.53,3673.0,3500.0,Ganna,4.942857142857142,False,Kochi Mandi,Amritsar,Punjab
PR006629,2026-05-26,MANDI004,Ambala,Rice,2175.0,2603.72,2389.39,2183.0,paddy,9.454420522217124,False,Khandwa Grain Market,Ludhiana,Punjab
PR000222,2026-04-28,MANDI020,,Sugarcane,3485.1248997515004,,3614.02,,sugarcane,,False,Kadapa Mandi,Ferozepur,Punjab
PR004569,2026-06-05,MANDI056,Ambala,Mustard,5574.72,6678.17,6126.44,5650.0,Sarson,8.432566371681409,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR001856,2026-04-16,MANDI023,Kurukshetra,Rice,2209.0,2455.47,2332.29,2183.0,धान,6.838754008245532,False,Panihati APMC,Karnal,Haryana
PR002395,2026-06-15,MANDI027,Ferozepur,Rice,2132.75,2624.1058527760183,2378.43,2183.0,धान,8.952359138799808,False,Kochi APMC,Hisar,Haryana
PR011704,2026-06-27,MANDI048,Hisar,Maize,2044.0,2248.0,2146.22,2090.0,मक्का,2.6899521531100383,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR011512,2026-03-12,MANDI027,Fatehabad,Sugarcane,3606.74,3892.0,3749.43,3500.0,Ganne,7.126571428571424,False,Kochi APMC,Hisar,Haryana
PR009797,2026-05-15,,Bathinda,Rice,2063.83,2506.75,2285.0,,paddy,,False,,,
PR010474,2026-05-31,MANDI029,Ambala,Mustard,5691.0,6970.0,6331.0,5650.0,Sarson,12.053097345132745,False,Asansol Grain Market,Sirsa,Haryana
PR009324,2026-07-12,MANDI057,Sirsa,Mustard,5894.27,6695.9,6295.08,5650.0,Mustard,11.417345132743362,False,Gorakhpur APMC,Bareilly,
PR002978,2026-06-10,MANDI049,,Cotton,6854.98,7678.88,,6620.0,cotton,,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR006604,2026-05-30,MANDI011,,Wheat,2380.83,2604.04,2492.43,2275.0,GEHUN,9.55736263736263,False,Arrah Mandi,Patiala,Punjab
PR008411,2026-05-03,MANDI056,,Cotton,6281.82,7567.0,6924.521578944961,6620.0,Cotton,4.600023851132344,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR002365,2026-04-11,MANDI011,Ambala,Sugarcane,3596.0,4164.06,3880.03,3500.0,sugarcane,10.858000000000006,False,Arrah Mandi,Patiala,Punjab
PR011879,2026-04-10,MANDI052,Ludhiana,Sugarcane,3673.86,4413.0,,3500.0,गन्ना,,False,Kakinada APMC,Saharanpur,Uttar Pradesh
PR003098,2026-08-06,MANDI002,Amritsar,Sugarcane,3506.63,4012.0,3759.37,3500.0,गन्ना,7.410571428571426,False,Solapur Mandi,Ludhiana,
PR005584,2026-06-03,MANDI009,Kurukshetra,Wheat,2043.03,2476.11,2260.0,,wheat,,False,Jamshedpur APMC,Jalandhar,Punjab
PR003670,2026-09-01,MANDI037,Ambala,Rice,1909.51,2151.72,2031.0,,धान,,False,Jorhat Grain Market,Kurukshetra,Haryana
PR005469,2026-07-08,MANDI043,Ambala,Rice,1971.82,2151.0,2061.31,2183.0,धान,-5.574438845625289,True,Danapur Mandi,Agra,Uttar Pradesh
PR003900,2026-04-20,MANDI013,Patiala,Maize,1875.24,2036.15,1955.7,,Makka,,False,Aurangabad Market,Patiala,Punjab
PR000346,2026-07-09,MANDI048,Bathinda,Maize,1911.58,2352.13,2132.0,2090.0,Makka,2.0095693779904304,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR006978,2026-04-20,MANDI041,Hisar,Mustard,5466.0,6691.0,6079.0,5650.0,सरसों,7.592920353982301,False,Gurgaon Grain Market,Fatehabad,Haryana
PR008376,2026-08-25,MANDI019,,Cotton,5986.58,7250.302535301825,6618.4415523726375,6620.0,Narma,-0.023541504945053,True,Karimnagar Grain Market,Moga,Punjab
PR004451,2026-02-27,MANDI008,,Sugarcane,3031.22,3209.921552986012,3121.0,3500.0,गन्ना,-10.82857142857143,True,Bijapur Market,Amritsar,Punjab
PR000485,2026-02-19,MANDI020,,Cotton,6143.74,,,6620.0,Cotton,,False,Kadapa Mandi,Ferozepur,Punjab
PR005366,2026-05-01,,Bathinda,Mustard,5502.17,5986.59,5744.38,,Sarson,,False,,,
PR007697,2026-05-24,MANDI026,,Basmati,2034.583965815257,2518.18,2276.38,2183.0,Basmati,4.2775996335318425,False,Tadipatri Mandi,Hisar,Haryana
PR000108,2026-02-10,MANDI015,Bathinda,Sugarcane,3417.39,3764.61,3591.0,3500.0,Ganne,2.6,False,Amravati Grain Market,Bathinda,Punjab
PR000794,2026-03-12,MANDI019,Ambala,Wheat,2333.7676351896407,2828.16,2580.96,,Gehun,,False,Karimnagar Grain Market,Moga,Punjab
PR001072,2026-02-02,MANDI053,Sirsa,Rice,1859.44,2294.0,2076.6725777132847,,Chawal,,False,Panihati Market,Saharanpur,Uttar Pradesh
PR005540,2026-07-27,MANDI010,Ferozepur,Sugarcane,,3852.83,3640.354721019678,3500.0,sugarcane,4.010134886276514,False,Dhule APMC,Jalandhar,Punjab
PR005734,2026-09-08,MANDI048,Hisar,Wheat,2280.0,2800.25,2540.0,2275.0,GEHUN,11.648351648351648,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR007437,2026-03-19,MANDI044,Ludhiana,Cotton,6860.0,7614.25,7237.0,6620.0,कपास,9.3202416918429,False,Dehri Mandi,Agra,Uttar Pradesh
PR002409,2026-01-20,MANDI004,Jalandhar,Mustard,5420.6,6058.66,5739.63,5650.0,सरसों,1.5863716814159312,False,Khandwa Grain Market,Ludhiana,Punjab
PR003014,2026-07-24,MANDI050,Kurukshetra,Sugarcane,3081.0,3349.0,3215.0,3500.0,Ganne,-8.142857142857144,True,Durg Market,Muzaffarnagar,Uttar Pradesh
PR003776,2026-06-25,,Kurukshetra,Cotton,5800.0,,6257.37,6620.0,Kapas,-5.477794561933536,True,,,
PR010265,2026-01-27,MANDI026,Fatehabad,Sugarcane,3021.0322727942107,3501.46,3261.24,3500.0,Ganna,-6.821714285714292,True,Tadipatri Mandi,Hisar,Haryana
PR004376,2026-04-06,MANDI025,Moga,Maize,1794.05,2047.0,1920.76,2090.0,Corn,-8.097607655502392,True,Dindigul APMC,Karnal,Haryana
PR000342,2026-08-06,,Karnal,Maize,1964.92,2331.0,2148.039865760841,,corn,,False,,,
PR004783,2026-05-24,MANDI024,Hisar,Cotton,6735.771666897659,7460.9,,6620.0,cotton,,False,Jaipur Mandi,Karnal,Haryana
PR003226,2026-09-03,MANDI053,Ludhiana,Wheat,2341.03,2804.08,2573.0,2275.0,Wheat,13.0989010989011,False,Panihati Market,Saharanpur,Uttar Pradesh
PR001011,2026-08-08,MANDI057,Amritsar,Mustard,4869.0,5703.6,5286.0,5650.0,सरसों,-6.442477876106195,True,Gorakhpur APMC,Bareilly,
