record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,crop_name_raw,price_vs_msp_pct,below_msp
PR004124,2026-04-24,MANDI039,Amritsar,Wheat,2302.3229820980023,2860.0,2581.27,,Gehun,,False
PR006805,2026-04-18,MANDI015,Karnal,Cotton,,6393.38,6133.03,,Narma,,False
PR005249,2026-06-19,MANDI051,Jalandhar,Cotton,6164.04,7138.771391566734,6651.41,6620.0,cotton,0.47447129909365343,False
PR010819,2026-01-24,,Hisar,Rice,2075.0,2499.59,2287.18,2183.0,चावल,4.772331653687578,False
PR000736,2026-03-17,MANDI035,Moga,Wheat,2379.92,2922.0,2650.78,,Kanak,,False
PR008697,2026-04-02,MANDI032,Patiala,Cotton,5981.377620732679,6687.58,6334.48,6620.0,कपास,-4.312990936555898,True
PR010918,2026-03-23,MANDI012,,Maize,,2426.15,2189.0,2090.0,Makki,4.736842105263158,False
PR007418,2026-06-12,MANDI005,Amritsar,Mustard,5771.0,6629.0,6199.82,5650.0,Sarson,9.731327433628314,False
PR003268,2026-07-12,MANDI021,Karnal,Wheat,2016.88,2218.0,2117.0,2275.0,WHEAT,-6.945054945054944,True
PR003604,2026-08-27,MANDI002,Patiala,Wheat,2164.14,2500.91,2332.53,2275.0,गेहूं,2.5287912087912177,False
PR007232,2026-07-27,MANDI014,Jalandhar,Maize,1893.81,2001.36,1947.58,2090.0,Maize,-6.814354066985649,True
PR001017,2026-06-04,MANDI011,,Maize,1816.0,2069.59,,2090.0,corn,,False
PR009876,2026-02-09,MANDI016,Ludhiana,Maize,1877.58,2067.28,1972.4320486717609,2090.0,मक्का,-5.62526082910235,True
PR003818,2026-06-07,MANDI030,Sirsa,Mustard,5570.09,6582.53,6076.0,,सरसों,,False
PR000368,2026-08-20,MANDI048,,Maize,1782.0,,,,corn,,False
PR009737,2026-04-09,MANDI028,,Mustard,5542.0,6832.0,6187.05,5650.0,Sarso,9.505309734513277,False
PR006754,2026-03-15,MANDI038,Bathinda,Basmati,2010.1216667132817,2409.31,2209.72,2183.0,Basmati,1.2240036646816217,False
PR005102,2026-08-22,MANDI055,Moga,Cotton,6181.0,6707.62,6444.558474307834,6620.0,कपास,-2.650174104111264,True
PR010071,2026-04-23,MANDI009,Kurukshetra,Rice,1958.0,2291.93,2125.0,2183.0,Dhaan,-2.656894182317911,True
PR011785,2026-08-21,MANDI013,Ambala,Maize,2075.06,2271.81,2173.0,2090.0,Maize,3.971291866028708,False
PR003149,2026-03-20,MANDI015,Bathinda,Rice,2152.51,2283.72,2218.11,,Dhaan,,False
PR010048,2026-01-28,MANDI037,Ludhiana,Cotton,,7619.93,7067.99,6620.0,cotton,6.767220543806643,False
PR008612,2026-08-01,MANDI015,Patiala,Mustard,5929.923241736986,6613.096266660713,,5650.0,सरसों,,False
PR000717,2026-08-07,MANDI028,Ferozepur,Sugarcane,3349.0,3617.0,3482.99,3500.0,sugarcane,-0.4860000000000062,True
PR004658,2026-09-04,MANDI051,Fatehabad,Sugarcane,3094.346112605931,3865.22,3480.0,3500.0,Ganne,-0.5714285714285714,True
PR000784,2026-08-23,MANDI004,Kurukshetra,Mustard,5269.66,6107.8,5689.0,5650.0,Sarso,0.6902654867256638,False
PR008162,2026-07-04,MANDI039,Amritsar,Maize,1821.0,2005.1637150172523,1913.17,,corn,,False
PR006313,2026-04-02,MANDI016,,Cotton,6820.63,7707.0,7263.84,6620.0,Narma,9.725679758308159,False
PR006677,2026-01-19,MANDI048,Bathinda,Wheat,2015.33,2129.08,2072.2076719004945,2275.0,गेहूं,-8.913948487890353,True
PR011645,2026-06-21,MANDI046,Bathinda,Maize,1835.71,2292.33,2064.0,2090.0,Maize,-1.244019138755981,True
PR008776,2026-03-04,,Kurukshetra,Wheat,2051.0,2366.0,2208.11,,गेहूं,,False
PR000787,2026-04-22,MANDI034,Ambala,Cotton,6337.577036161557,7664.05,7000.82,6620.0,Kapas,5.752567975830812,False
PR009527,2026-03-16,MANDI042,Ambala,Maize,1985.23,2413.0,2199.0,,Maize,,False
PR000389,2026-09-04,MANDI035,Hisar,Rice,2039.03,2151.16,2095.09,2183.0,धान,-4.027027027027021,True
PR000764,2026-07-01,,Fatehabad,Mustard,5392.94,6715.45,,,Sarso,,False
PR011684,2026-08-07,MANDI036,,Rice,2134.0,2523.0,2328.45,2183.0,paddy,6.662849289967926,False
PR010988,2026-04-02,MANDI043,Hisar,Cotton,6049.90311877899,7065.0,6557.35,6620.0,cotton,-0.94637462235649,True
PR007503,2026-05-08,MANDI029,Ambala,Wheat,2243.0,2755.23,2499.0,2275.0,Gehun,9.846153846153847,False
PR001503,2026-05-29,MANDI012,Ambala,Wheat,2198.81,2632.0,2415.461999304047,2275.0,Gehun,6.1741538155625015,False
PR003286,2026-02-13,MANDI005,Jalandhar,Rice,2124.47,2389.0,2256.6,,Paddy,,False
PR009050,2026-04-26,MANDI044,Amritsar,Wheat,2225.0,2388.0,2306.0,2275.0,Wheat,1.3626373626373627,False
PR009820,2026-09-04,MANDI037,Jalandhar,Cotton,5664.0,6370.157050444184,6016.86,6620.0,Cotton,-9.11087613293052,True
PR001078,2026-02-06,MANDI032,Ludhiana,Mustard,4945.57,,5300.83,5650.0,Mustard,-6.1800000000000015,True
PR000282,2026-09-06,MANDI049,Ambala,Mustard,5261.739157437795,5699.76,5481.0,5650.0,mustard,-2.9911504424778763,True
PR005400,2026-07-26,MANDI018,Fatehabad,Mustard,,6742.926675847662,6237.0,,Sarson,,False
PR000120,2026-04-03,MANDI013,Ambala,Maize,1987.18,2272.0,2129.59,2090.0,Maize,1.8942583732057487,False
PR008648,2026-07-26,MANDI054,Hisar,Wheat,2049.15,,2241.0,2275.0,wheat,-1.4945054945054945,True
PR004729,2026-04-09,MANDI017,Amritsar,Cotton,6305.0,7457.04,6881.25,6620.0,Narma,3.9463746223564953,False
PR009976,2026-01-02,MANDI005,Ambala,Wheat,2058.71,2320.25,2189.0,2275.0,Gehun,-3.7802197802197806,True
PR003972,2026-08-14,MANDI008,Sirsa,Cotton,6049.82,7244.76,6647.29,6620.0,Cotton,0.41223564954682723,False
PR010656,2026-07-21,,Ludhiana,Mustard,5297.09,6229.29,5763.19,,Sarso,,False
PR009197,2026-04-08,MANDI015,Bathinda,Sugarcane,3241.23,3760.67,3501.0,3500.0,Sugarcane,0.028571428571428574,False
PR001655,2026-02-12,MANDI041,Ferozepur,Rice,1986.08,2456.85,2221.0,2183.0,paddy,1.7407237746220796,False
PR004115,2026-01-01,MANDI055,Kurukshetra,Maize,2082.74,2593.6,2338.17,2090.0,Makka,11.874162679425842,False
PR011570,2026-08-28,MANDI009,Jalandhar,Wheat,2376.72,2597.68,2487.2,2275.0,WHEAT,9.32747252747252,False
PR001278,2026-08-03,MANDI051,Fatehabad,Sugarcane,3284.97,3946.5,3615.73,3500.0,Sugarcane,3.306571428571429,False
PR009080,2026-04-05,MANDI042,Ambala,Cotton,5983.45,6477.0,6230.12,6620.0,कपास,-5.889425981873114,True
PR009575,2026-04-12,MANDI046,Bathinda,Wheat,,2600.0,2429.01,2275.0,WHEAT,6.7696703296703395,False
PR011354,2026-01-28,MANDI046,Fatehabad,Maize,2144.04,2452.44,2298.24,2090.0,Corn,9.963636363636354,False
PR000132,2026-07-13,MANDI050,Bathinda,Sugarcane,3393.65,4048.0703210235915,3720.86,3500.0,sugarcane,6.310285714285718,False
PR003855,2026-06-18,MANDI013,Ferozepur,Wheat,2137.09,2361.56,2249.0,2275.0,Gehun,-1.1428571428571428,True
PR007917,2026-04-20,MANDI006,Hisar,Wheat,2155.42,2622.16,2388.79,2275.0,GEHUN,5.001758241758241,False
PR005323,2026-05-24,MANDI009,Hisar,Basmati,2217.09,2697.0,2457.1,,Basmati,,False
PR010484,2026-02-20,MANDI026,Jalandhar,Mustard,5582.74,6951.802423466102,6267.27,,सरसों,,False
PR000301,2026-04-27,MANDI042,Ambala,Maize,2121.0,2548.15,2334.73,2090.0,Corn,11.70956937799043,False
PR002448,2026-07-25,MANDI005,Sirsa,Sugarcane,,3791.778781925365,3526.0,3500.0,गन्ना,0.7428571428571429,False
PR004653,2026-03-31,MANDI055,Hisar,Cotton,6415.99,,6968.0,6620.0,Kapas,5.256797583081571,False
PR006379,2026-03-08,MANDI009,Sirsa,Mustard,5112.1,5739.0,5425.52,5650.0,Mustard,-3.9730973451327354,True
PR007208,2026-08-23,MANDI001,,Mustard,5367.93,6341.18,5855.0,5650.0,Sarson,3.6283185840707963,False
PR003285,2026-06-08,MANDI048,Fatehabad,Rice,1999.23,2427.0,2213.32,2183.0,Paddy,1.388914338066888,False
PR000306,2026-06-05,MANDI057,Ludhiana,Rice,2060.25,,2158.4,,Rice,,False
PR006864,2026-01-30,MANDI053,Jalandhar,Maize,2016.0,2186.33,2101.3,2090.0,मक्का,0.5406698564593388,False
PR005096,2026-08-01,MANDI024,Moga,Sugarcane,2998.6467960787477,3310.58,3154.62,3500.0,sugarcane,-9.868000000000004,True
PR003558,2026-07-30,MANDI007,Karnal,Cotton,6234.0,7225.0,6730.0,6620.0,cotton,1.6616314199395772,False
PR008120,2026-06-06,MANDI011,,Basmati,2290.27,2543.914380499458,2417.09,2183.0,Basmati,10.723316536875865,False
PR007226,2026-07-09,MANDI043,,Basmati,2276.37,2410.58,,,Basmati,,False
PR009402,2026-01-08,MANDI055,Ferozepur,Sugarcane,3501.46,4275.8,3889.0,,Ganna,,False
PR000871,2026-05-12,MANDI007,Ambala,Rice,2104.0,2242.0,,2183.0,Rice,,False
PR000109,2026-03-24,MANDI048,Amritsar,Rice,2126.0,2498.31,2312.0,,paddy,,False
PR008432,2026-05-21,MANDI002,Ludhiana,Cotton,6289.16,6947.44,6618.3,6620.0,Narma,-0.02567975830815435,True
PR005746,2026-01-28,MANDI007,Jalandhar,Rice,2218.31,2342.0,2280.28,2183.0,paddy,4.456252863032533,False
PR008744,2026-04-17,MANDI056,Fatehabad,Wheat,2168.0,2297.0,2233.0,,Wheat,,False
PR007129,2026-08-09,MANDI013,Ludhiana,Rice,2268.36,2814.69,2542.0,,धान,,False
PR002597,2026-08-30,MANDI040,Ludhiana,Sugarcane,3270.94,3532.0,3401.24,3500.0,Ganna,-2.821714285714292,True
PR008820,2026-07-25,MANDI005,Hisar,Wheat,2389.0,2929.35,2658.963909845078,,wheat,,False
PR010554,2026-05-29,MANDI016,Amritsar,Wheat,2339.5,2478.21,2408.85,2275.0,गेहूं,5.8835164835164795,False
PR002833,2026-08-05,MANDI026,Bathinda,Mustard,5192.0,6384.0,5788.035583833335,5650.0,सरसों,2.443107678466111,False
PR003297,2026-03-01,MANDI009,,Wheat,2212.0,2474.87412289598,2343.59,2275.0,Gehun,3.0149450549450614,False
PR002907,2026-05-11,MANDI002,Ambala,Cotton,6079.98,7084.1,6582.0,6620.0,cotton,-0.5740181268882175,True
PR005300,2026-08-27,MANDI020,Hisar,Cotton,6512.94,7125.0,6819.0,6620.0,cotton,3.0060422960725077,False
PR001875,2026-07-23,MANDI045,Ludhiana,Mustard,4941.0,5949.72,5445.57,5650.0,Sarso,-3.6182300884955803,True
PR003676,2026-01-29,MANDI056,Hisar,Cotton,6683.2547960406055,7364.57,7023.91,6620.0,Cotton,6.101359516616312,False
PR004692,2026-05-09,MANDI049,Moga,Sugarcane,3367.86,3912.92,3640.0,3500.0,गन्ना,4.0,False
PR006639,2026-02-18,MANDI020,,Rice,2095.0,2538.68,2316.66,2183.0,धान,6.122766834631235,False
PR006310,2026-06-26,MANDI035,Kurukshetra,Sugarcane,3524.0,3968.48,3746.39,3500.0,Sugarcane,7.0397142857142825,False
PR002107,2026-05-19,MANDI051,Amritsar,Cotton,6538.56,7466.26,7002.41,6620.0,Narma,5.776586102719031,False
PR006836,2026-06-23,,Ambala,Maize,2022.28,2454.21,2238.0,2090.0,Makki,7.081339712918661,False
PR002537,2026-02-23,MANDI009,Moga,Mustard,5493.68,5930.83,5712.0,,सरसों,,False
PR001593,2026-05-22,MANDI038,Jalandhar,Rice,2203.0,2611.0,2406.99,2183.0,Paddy,10.260650480989455,False
PR006992,2026-08-04,MANDI051,Moga,Mustard,4971.84,,5246.74,5650.0,सरसों,-7.137345132743366,True
PR004430,2026-01-05,MANDI021,Ludhiana,Maize,1907.86,2353.88,2130.87083735872,,Makki,,False
PR002906,2026-06-23,MANDI046,Ferozepur,Mustard,5662.0,7021.65,6341.84,5650.0,Sarso,12.244955752212391,False
PR005132,2026-07-28,MANDI020,Moga,Wheat,2046.31,2264.3956669843988,2155.35,2275.0,GEHUN,-5.259340659340663,True
PR010571,2026-08-21,MANDI041,Ferozepur,Rice,1878.0,2110.15,1994.0,2183.0,paddy,-8.657810352725608,True
PR006178,2026-01-31,MANDI028,Ambala,Mustard,5226.81,,5731.16,5650.0,Mustard,1.436460176991148,False
PR009453,2026-05-19,MANDI035,Kurukshetra,Maize,2119.78,2562.74,2341.26,2090.0,Corn,12.022009569378,False
PR004310,2026-07-07,,Ferozepur,Basmati,1954.72,2193.9,2074.0,2183.0,Basmati,-4.9931287219422815,True
PR008346,2026-03-04,MANDI054,Amritsar,Cotton,6917.14,7839.0,7377.82,6620.0,Narma,11.44743202416918,False
PR002958,2026-05-14,MANDI017,Moga,Sugarcane,3087.0,3482.62,3285.06,3500.0,Ganna,-6.141142857142859,True
PR002703,2026-04-29,MANDI040,Fatehabad,Rice,2204.0,2383.5,2293.7,2183.0,Rice,5.071003206596418,False
PR007018,2026-04-14,MANDI007,Moga,Cotton,5869.153144791386,6787.137726184931,6328.0,6620.0,कपास,-4.410876132930514,True
PR002184,2026-08-07,MANDI012,Fatehabad,Maize,2072.1351842933623,2556.0,2314.0,2090.0,Maize,10.717703349282298,False
PR006471,2026-03-05,MANDI004,Jalandhar,Rice,1875.0,2098.1,1986.5,2183.0,Chawal,-9.001374255611545,True
PR001048,2026-03-15,MANDI023,,Sugarcane,3211.99,3567.61,3389.7971787552606,3500.0,Ganne,-3.1486520355639835,True
PR010356,2026-07-23,MANDI017,Ludhiana,Cotton,6375.0,6743.86,6559.36,,Cotton,,False
PR011469,2026-04-08,MANDI012,,Maize,1836.83,2262.18,2050.0,2090.0,Maize,-1.9138755980861244,True
PR004972,2026-07-04,,Patiala,Wheat,2048.48,2409.0,2228.59,2275.0,GEHUN,-2.0399999999999934,True
PR008857,2026-08-13,MANDI006,Patiala,Rice,1876.37,2332.73,2105.0,2183.0,Dhaan,-3.5730645900137428,True
PR004083,2026-07-31,MANDI031,Hisar,Rice,2054.36,2188.81,2121.59,2183.0,paddy,-2.8131012368300436,True
PR002513,2026-07-11,MANDI009,,Basmati,2264.37,2657.77,2461.0,2183.0,Basmati,12.734768666972057,False
PR006525,2026-08-22,MANDI054,Hisar,Maize,,2221.31,2112.266922758202,2090.0,Corn,1.0654030027847785,False
PR003862,2026-06-19,MANDI015,Jalandhar,Cotton,5999.404524345866,,6428.0,,Narma,,False
PR003768,2026-04-03,MANDI017,Amritsar,Sugarcane,3623.92,4234.698906257149,3929.0,3500.0,गन्ना,12.257142857142856,False
PR003094,2026-08-19,MANDI034,Moga,Mustard,5475.27,6634.4,6054.83,,सरसों,,False
PR000233,2026-03-17,MANDI003,Amritsar,Rice,1855.84,2050.02,1953.0,2183.0,paddy,-10.53595968850206,True
PR006724,2026-07-05,MANDI002,Ludhiana,Mustard,5294.79,5829.0,5562.0,5650.0,सरसों,-1.5575221238938053,True
PR005294,2026-04-27,MANDI018,Jalandhar,Cotton,6257.74,7053.0,6655.0,,कपास,,False
PR004931,2026-03-07,MANDI053,,Cotton,6692.38,,6948.11,,Cotton,,False
PR008853,2026-03-18,MANDI036,Hisar,Cotton,5877.25,6363.0,6120.25,6620.0,Kapas,-7.549093655589124,True
PR000075,2026-06-07,MANDI045,Ferozepur,Rice,2098.08,2599.16,2348.62,,Rice,,False
PR006432,2026-03-16,MANDI053,Kurukshetra,Mustard,5128.41,6126.0,5626.99,,सरसों,,False
PR006233,2026-04-29,MANDI041,Patiala,Maize,1849.58,1992.89,1921.23,,Maize,,False
PR007057,2026-08-12,MANDI014,Ludhiana,Wheat,2017.0,2201.78,2109.56,2275.0,Wheat,-7.2720879120879145,True
PR002214,2026-03-28,MANDI039,Sirsa,Sugarcane,3650.0,4335.17,3992.48,3500.0,गन्ना,14.070857142857143,False
PR011167,2026-07-09,MANDI009,Bathinda,Mustard,5348.0,,5485.999514720843,5650.0,mustard,-2.902663456268268,True
PR005257,2026-07-10,MANDI053,,Mustard,,6813.98,6148.6,5650.0,mustard,8.824778761061953,False
PR007632,2026-05-20,MANDI057,Jalandhar,Sugarcane,3206.34,3961.51,3583.92,3500.0,sugarcane,2.397714285714288,False
PR010952,2026-09-07,MANDI057,Hisar,Wheat,2216.0,2717.0,2466.91,2275.0,Kanak,8.435604395604388,False
PR005541,2026-05-21,,Jalandhar,Wheat,2242.98,2632.4847690579604,2437.73,2275.0,Kanak,7.152967032967034,False
PR004911,2026-05-31,MANDI038,Jalandhar,Cotton,5815.0,7033.0,6423.8130295051005,6620.0,Cotton,-2.9635494032462155,True
PR000065,2026-07-19,MANDI013,Ferozepur,Wheat,2252.79,2767.0,2509.6536027809675,2275.0,Kanak,10.314444078284286,False
PR011371,2026-09-02,MANDI053,Sirsa,Cotton,6392.0,7550.568165235103,6971.0,,Narma,,False
PR005468,2026-06-02,,,Mustard,5345.0,6002.0,5673.26,,Mustard,,False
PR004037,2026-07-01,,,Rice,2013.52,2495.99,2254.76,2183.0,Dhaan,3.2872194228126532,False
PR011389,2026-06-11,MANDI037,Ferozepur,Mustard,4915.0,5339.0,5126.89,,Sarson,,False
PR004382,2026-01-03,MANDI051,Ambala,Maize,1957.6006262343535,2079.0,2018.27,2090.0,Makki,-3.432057416267943,True
PR010948,2026-03-02,,Jalandhar,Wheat,2085.1405482399955,2597.0,2341.13,2275.0,WHEAT,2.9068131868131917,False
PR008318,2026-09-08,MANDI052,Ferozepur,Rice,2213.19,2675.19,2444.1880739889148,2183.0,Dhaan,11.96463921158565,False
PR005517,2026-08-30,MANDI035,Hisar,Sugarcane,3533.0,3971.86,3752.62,3500.0,Ganna,7.217714285714283,False
PR002346,2026-06-03,MANDI026,Sirsa,Rice,1961.067905079509,2067.1445229599112,2014.0,2183.0,Chawal,-7.7416399450297755,True
PR003135,2026-04-07,MANDI021,,Sugarcane,3610.0,3912.962535340362,3762.0,3500.0,गन्ना,7.485714285714286,False
PR003912,2026-02-07,MANDI034,Karnal,Sugarcane,,3748.7,,3500.0,Sugarcane,,False
PR004454,2026-05-10,MANDI051,Patiala,Rice,2103.05,2341.25,2222.15,2183.0,चावल,1.793403573064594,False
PR008548,2026-03-02,MANDI009,,Sugarcane,3453.0,4047.0,3750.05,3500.0,Ganna,7.1442857142857195,False
PR003402,2026-02-22,MANDI011,Sirsa,Maize,2005.33,2214.95,2110.14,2090.0,मक्का,0.9636363636363575,False
PR008307,2026-03-20,MANDI018,Ambala,Sugarcane,3120.46,3814.0,3467.0,,sugarcane,,False
PR004406,2026-02-04,MANDI024,Patiala,Sugarcane,3165.77,3634.0,3400.02,3500.0,गन्ना,-2.856571428571429,True
PR008275,2026-05-16,MANDI038,Hisar,Sugarcane,3004.17,,3253.42333471898,3500.0,Ganne,-7.045047579457709,True
PR003350,2026-07-08,MANDI053,Jalandhar,Maize,1992.83,,2082.24,2090.0,मक्का,-0.3712918660287186,True
PR002853,2026-09-06,MANDI028,Sirsa,Sugarcane,3060.5861376434655,3436.1528183755004,3248.0,,sugarcane,,False
PR003224,2026-01-15,MANDI021,Jalandhar,Rice,2144.04,2282.12,2213.08,2183.0,धान,1.3779202931745271,False
PR002937,2026-02-05,MANDI015,Karnal,Maize,1907.71,2364.75,2136.23,,मक्का,,False
PR007160,2026-04-01,MANDI018,Karnal,Mustard,5442.99,6635.0,6038.98,5650.0,mustard,6.884601769911497,False
PR009111,2026-02-08,MANDI050,Amritsar,Basmati,2172.36,2674.0,2423.0,2183.0,Basmati,10.994044892349978,False
PR007569,2026-03-06,MANDI037,Patiala,Sugarcane,3146.74,3408.14,3277.44,,गन्ना,,False
PR000479,2026-01-17,MANDI057,Hisar,Mustard,5721.6010934765445,6229.38,5975.49,5650.0,mustard,5.760884955752209,False
PR002265,2026-01-22,MANDI004,Patiala,Wheat,2034.36,2196.0,2115.36,2275.0,Gehun,-7.017142857142851,True
PR002893,2026-04-05,MANDI049,Bathinda,Sugarcane,3641.0,4408.0,4024.0,,sugarcane,,False
PR008490,2026-02-10,MANDI035,Sirsa,Cotton,6341.51,7196.69,6769.1,6620.0,Cotton,2.2522658610271957,False
PR010848,2026-01-25,MANDI036,Amritsar,Maize,2053.86,2431.45,2242.652864100083,2090.0,Corn,7.303964789477665,False
PR000497,2026-06-16,MANDI039,Ludhiana,Maize,2004.07,2361.91,2183.0,,Makka,,False
PR008583,2026-06-05,MANDI055,Kurukshetra,Cotton,6515.19,7173.0,6844.0,6620.0,कपास,3.3836858006042294,False
PR007558,2026-08-25,MANDI020,Hisar,Maize,1951.41,,2092.55,,Maize,,False
PR003317,2026-04-18,MANDI027,Hisar,Mustard,,,6158.08,5650.0,mustard,8.992566371681415,False
PR011094,2026-04-10,MANDI042,,Sugarcane,3645.31,4444.0,4044.0,3500.0,Ganne,15.542857142857141,False
PR006854,2026-06-01,MANDI029,Sirsa,Maize,2058.0,2559.69,2308.62,2090.0,corn,10.460287081339708,False
PR009939,2026-02-28,MANDI045,Kurukshetra,Maize,1943.14,2359.529361452688,2151.0,2090.0,Maize,2.9186602870813396,False
PR006058,2026-05-08,MANDI026,,Maize,1801.5187823984027,1988.0,1895.0,,Maize,,False
PR001224,2026-04-12,MANDI041,Ambala,Rice,2206.05,2460.0,2333.26,2183.0,Rice,6.883188273018792,False
PR001339,2026-04-08,MANDI020,Kurukshetra,Cotton,6563.55,7581.903819112371,7072.73,6620.0,Cotton,6.838821752265854,False
PR001741,2026-06-03,MANDI052,Patiala,Wheat,2042.03,2300.0,2171.1189046586665,2275.0,Wheat,-4.5662019930256506,True
PR005672,2026-02-12,MANDI034,Ludhiana,Maize,1909.0,2196.0,2052.73,2090.0,मक्का,-1.7832535885167458,True
PR000260,2026-04-15,MANDI049,,Maize,1842.251349455314,2235.0,2038.58,,Makka,,False
PR007868,2026-02-01,MANDI031,Fatehabad,Mustard,5768.811144618307,6809.437781096831,6289.0,5650.0,Mustard,11.309734513274336,False
PR001738,2026-06-04,MANDI052,Ferozepur,Rice,2285.22,2694.48,2489.85,2183.0,चावल,14.05634448007329,False
PR000757,2026-07-01,MANDI005,Ambala,Cotton,6619.039698171176,8081.43,7350.24,6620.0,Narma,11.030815709969785,False
PR002568,2026-07-18,MANDI045,Ferozepur,Maize,2109.14,2528.0,2318.37,2090.0,मक्का,10.9267942583732,False
PR010341,2026-02-09,MANDI055,Karnal,Sugarcane,3155.0,3586.0,3370.29,3500.0,Ganna,-3.706000000000001,True
PR005385,2026-03-04,MANDI030,Bathinda,Maize,2099.34,2605.0,2352.306337543444,,Maize,,False
PR009378,2026-03-06,MANDI041,Fatehabad,Maize,2158.0,2507.58,,2090.0,Makki,,False
PR009318,2026-01-01,,Amritsar,Maize,,2178.08,2056.850274714764,,Makka,,False
PR008472,2026-08-05,MANDI045,Sirsa,Sugarcane,3124.0,3514.28,3318.98,3500.0,Sugarcane,-5.172,True
PR001709,2026-02-25,MANDI040,Ludhiana,Maize,1815.72,2191.0,2003.0,2090.0,Makka,-4.162679425837321,True
PR005710,2026-02-28,MANDI054,,Basmati,2023.0,2399.0,2211.0,2183.0,Basmati,1.282638570774164,False
PR010408,2026-06-01,MANDI021,Ferozepur,Maize,1914.0,2025.01,1969.26,2090.0,Corn,-5.777033492822967,True
PR009520,2026-03-22,MANDI034,Amritsar,Rice,2251.538375215763,2752.45,2501.99,2183.0,चावल,14.612459917544655,False
PR011953,2026-06-03,MANDI030,,Wheat,1964.0,2328.11,2146.0,2275.0,Wheat,-5.670329670329671,True
PR011798,2026-05-16,MANDI019,Fatehabad,Cotton,5781.0708768874,7072.2,,6620.0,Narma,,False
PR004892,2026-05-12,,,Wheat,1936.0391071465301,,2022.96,,WHEAT,,False
PR002059,2026-04-09,MANDI003,Bathinda,Sugarcane,3389.58,3629.43,3509.51,3500.0,sugarcane,0.27171428571429196,False
PR004267,2026-07-16,MANDI016,Jalandhar,Cotton,6746.04,7354.37,7050.21,6620.0,कपास,6.498640483383686,False
PR008720,2026-04-04,MANDI029,Ludhiana,Sugarcane,3370.64,3898.48,3635.0,,sugarcane,,False
PR002006,2026-09-04,MANDI025,Hisar,Sugarcane,3472.0,4067.0,3769.61,3500.0,sugarcane,7.703142857142861,False
PR005651,2026-01-07,MANDI025,Patiala,Mustard,,6269.0,5929.0,5650.0,Mustard,4.938053097345133,False
PR011010,2026-03-14,MANDI002,Karnal,Maize,2109.9,2609.0,2359.31,2090.0,Corn,12.88564593301435,False
PR011393,2026-04-16,MANDI031,Ambala,Sugarcane,,4019.500341064394,3674.51,3500.0,Ganna,4.986000000000006,False
PR011945,2026-08-14,MANDI013,Sirsa,Rice,1964.3,2438.0,2201.38,2183.0,Paddy,0.841960604672474,False
PR007757,2026-08-28,MANDI024,Sirsa,Cotton,6070.29,6604.9,,6620.0,Cotton,,False
PR001129,2026-01-28,MANDI011,Ludhiana,Maize,1975.5489377398417,2106.32,2040.94,2090.0,Maize,-2.347368421052629,True
PR000782,2026-03-14,MANDI013,Jalandhar,Maize,1949.1,2367.52,2158.31,2090.0,corn,3.268421052631576,False
PR009220,2026-07-07,MANDI012,Ambala,Cotton,5705.07,,6350.13,6620.0,Kapas,-4.076586102719031,True
PR008650,2026-01-22,MANDI056,Ferozepur,Cotton,6621.0,7937.0,7279.0,,कपास,,False
PR001335,2026-07-14,MANDI055,Kurukshetra,Cotton,6915.98,7892.0,7404.0,,Narma,,False
PR001337,2026-08-26,MANDI002,Hisar,Cotton,6367.287471145383,7881.74,7124.52,,कपास,,False
PR009382,2026-06-02,MANDI032,Karnal,Cotton,6398.0,7095.87,,6620.0,cotton,,False
PR000646,2026-05-07,MANDI024,Sirsa,Sugarcane,3595.3,4369.59,3982.44,3500.0,गन्ना,13.784000000000002,False
PR011070,2026-06-04,MANDI053,,Sugarcane,3362.97,3700.32,3532.0,,Ganna,,False
PR009533,2026-05-28,,Ambala,Cotton,6381.23,6705.7639799634,6543.0,6620.0,Narma,-1.163141993957704,True
PR005813,2026-02-08,MANDI022,Jalandhar,Wheat,2106.0,2320.0,2212.69,,गेहूं,,False
PR009065,2026-05-28,MANDI015,Sirsa,Wheat,2134.73,2268.0,2201.0,2275.0,गेहूं,-3.2527472527472527,True
PR008485,2026-03-17,MANDI026,Ludhiana,Cotton,6297.36,7416.11,6856.73,6620.0,Narma,3.5759818731117754,False
PR004417,2026-01-12,MANDI057,Jalandhar,Cotton,6599.0,7111.58,6855.17,6620.0,Narma,3.5524169184290044,False
PR006151,2026-03-04,MANDI057,Patiala,Sugarcane,3296.58,3614.0,,3500.0,Ganne,,False
PR006517,2026-06-06,MANDI019,Hisar,Rice,2235.54,2637.0,2436.08,2183.0,Chawal,11.593220338983047,False
PR001886,2026-08-03,,Fatehabad,Sugarcane,3568.282280607103,4192.88,3880.58,,Ganne,,False
PR009623,2026-08-20,MANDI035,Ambala,Sugarcane,3312.62,4076.9,3694.7627420899453,,गन्ना,,False
PR002243,2026-08-26,MANDI056,Jalandhar,Rice,2259.0,2455.55,2357.38,2183.0,Dhaan,7.988089784699959,False
PR010018,2026-06-15,MANDI033,,Sugarcane,3614.72,3968.0,3791.36,,sugarcane,,False
PR011496,2026-02-23,MANDI004,,Wheat,2087.35,2252.0,2169.48,2275.0,गेहूं,-4.638241758241757,True
