quantity_raw_numeric,arrival_quantity_qtl,unit_clean,arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,crop_name_raw,data_quality_flag
110.24,110.24,QTL,ARR0023247,2026-04-23,MANDI050,Maize,Premium,"11,024.0 KG",,110.0,मक्का,OK
376.19,376.19,QTL,ARR0006408,2026-01-10,MANDI037,Wheat,Hybrid,37619.0,KGS,150.0,Gehun,OK
307.59,307.59,QTL,ARR0003337,2026-03-21,MANDI002,Mustard,,307.59 qtl,,13.0,mustard,OK
386.23,386.23,QTL,ARR0019317,2026-06-06,MANDI039,Mustard,HD-2967,386.23,Qtl,66.0,सरसों,OK
13.05,13.05,QTL,ARR0014036,2026-02-27,MANDI042,Cotton,PBW-343,13.05,Quintals,117.0,Cotton,OK
117.87,117.87,QTL,ARR0024045,2026-09-01,MANDI035,Mustard,Premium,"11,787.0 KG",,29.0,Sarso,OK
467.83,467.83,QTL,ARR0023585,2026-05-19,MANDI015,Rice,Local,467.83,Q,101.0,paddy,OK
-2.1830000000000003,-2.1830000000000003,QTL,ARR0012028,2026-03-28,MANDI033,Sugarcane,Hybrid,-218.3,KG,128.0,गन्ना,OK
257.5,257.5,QTL,ARR0003804,2026-08-25,MANDI041,Maize,Hybrid,25750.0,Kilo,84.0,corn,OK
137.59,137.59,QTL,ARR0022874,2026-01-16,MANDI057,Cotton,Pusa-1121,13759.0,Kilo,105.0,Kapas,OK
476.13,476.13,QTL,ARR0005196,2026-01-04,MANDI049,Mustard,HD-2967,47.613,MT,133.0,Mustard,OK
341.79,341.79,QTL,ARR0015833,2026-03-27,MANDI002,Wheat,Local,341.79,Qtl,,गेहूं,OK
364.66,364.66,QTL,ARR0017184,2026-08-25,MANDI054,Maize,Pusa-1121,36466.0,kg,19.0,Maize,OK
226.23,226.23,QTL,ARR0002130,2026-06-09,MANDI007,Sugarcane,Pusa-1121,226.23,quintal,35.0,Ganna,OK
330.64,330.64,QTL,ARR0002415,2026-06-04,MANDI002,Maize,Premium,330.64,quintal,,Makki,OK
428.93,428.93,QTL,ARR0002795,2026-03-11,MANDI031,Cotton,Local,428.93,Q,12.0,Narma,OK
155.34,155.34,QTL,ARR0020139,2026-07-03,MANDI008,Mustard,,155.34,Qtl,5.0,mustard,OK
471.21,471.21,QTL,ARR0014545,2026-04-01,MANDI015,Rice,PBW-343,471.21,Quintals,74.0,चावल,OK
121.17,121.17,QTL,ARR0011728,2026-06-26,MANDI020,Rice,PBW-343,12117.0,KGS,134.0,paddy,OK
392.68,392.68,QTL,ARR0009903,2026-04-17,MANDI040,Rice,,39268.0,kg,68.0,Dhaan,OK
463.77,463.77,QTL,ARR0006535,2026-01-29,MANDI026,Basmati,HD-2967,46377.0,KGS,90.0,Basmati,OK
258.02,258.02,QTL,ARR0011592,2026-04-14,MANDI002,Mustard,,25.802,T,,सरसों,OK
247.19,247.19,QTL,ARR0022602,2026-03-29,MANDI053,Wheat,Hybrid,247.19,qtl,,Kanak,OK
327.14,327.14,QTL,ARR0000593,2026-07-12,MANDI033,Mustard,Hybrid,327.14,quintal,81.0,सरसों,OK
-466.79,-466.79,QTL,ARR0009741,2026-05-27,MANDI034,Sugarcane,Local,-466.79,Qtl,122.0,Ganna,OK
228.03,228.03,QTL,ARR0002685,2026-01-18,MANDI046,Wheat,Premium,22803.0,KG,24.0,WHEAT,OK
83.26,83.26,QTL,ARR0007094,2026-01-20,MANDI053,Maize,Hybrid,8326.0,Kilo,62.0,corn,OK
20.11,20.11,QTL,ARR0012958,2026-06-13,MANDI001,Maize,PBW-343,2011.0,KG,123.0,Maize,OK
466.45,466.45,QTL,ARR0015869,2026-06-30,MANDI001,Rice,Premium,466.45,Quintals,75.0,चावल,OK
257.94,257.94,QTL,ARR0020415,2026-03-30,MANDI028,Sugarcane,Pusa-1121,"25,794.0 KG",,136.0,sugarcane,OK
397.19,397.19,QTL,ARR0013134,2026-08-13,MANDI017,Wheat,Local,39.719,T,53.0,Kanak,OK
263.87,263.87,QTL,ARR0001602,2026-05-17,MANDI024,Rice,,26387.0,KG,37.0,paddy,OK
175.32,175.32,QTL,ARR0024300,2026-03-10,MANDI004,Mustard,Hybrid,17.532,Tonnes,72.0,Sarso,OK
176.54,176.54,QTL,ARR0003966,2026-04-06,MANDI016,Rice,,176.54,Qtl,106.0,Rice,OK
366.4100000000001,366.4100000000001,QTL,ARR0009346,2026-07-16,MANDI032,Mustard,PBW-343,36.641000000000005,tonnes,57.0,Mustard,OK
96.25,96.25,QTL,ARR0005422,2026-07-08,MANDI021,Wheat,PBW-343,9.625,tonnes,,wheat,OK
231.83,231.83,QTL,ARR0016279,2026-08-15,MANDI011,Mustard,,23183.0,KGS,138.0,mustard,OK
197.13,197.13,QTL,ARR0006845,2026-08-19,MANDI042,Maize,PBW-343,197.13,Qtl,87.0,Makki,OK
323.32,323.32,QTL,ARR0008479,2026-04-01,MANDI050,Rice,,323.32 qtl,,14.0,Dhaan,OK
459.99,459.99,QTL,ARR0022369,2026-05-14,MANDI010,Cotton,PBW-343,45.999,tonnes,73.0,cotton,OK
436.96,436.96,QTL,ARR0019362,2026-02-16,MANDI027,Cotton,Pusa-1121,436.96,Quintals,116.0,Narma,OK
134.11,134.11,QTL,ARR0011863,2026-08-16,MANDI052,Sugarcane,,134.11,Q,35.0,sugarcane,OK
343.08,343.08,QTL,ARR0009793,2026-08-30,MANDI028,Cotton,Premium,343.08 qtl,,150.0,Kapas,OK
272.28,272.28,QTL,ARR0011143,2026-05-11,MANDI047,Mustard,Local,272.28,Quintals,89.0,Mustard,OK
342.84,342.84,QTL,ARR0019938,2026-02-05,MANDI006,Sugarcane,Premium,34284.0,KGS,129.0,गन्ना,OK
425.5,425.5,QTL,ARR0007956,2026-07-17,MANDI037,Maize,Local,42550.0,KGS,113.0,Corn,OK
321.25,321.25,QTL,ARR0003416,2026-02-14,MANDI055,Maize,HD-2967,32.125,MT,96.0,मक्का,OK
258.31,258.31,QTL,ARR0009323,2026-03-01,MANDI011,Mustard,Local,25.831,Tonnes,126.0,Sarson,OK
133.68,133.68,QTL,ARR0000170,2026-03-16,MANDI002,Sugarcane,Pusa-1121,13368.0,KGS,25.0,गन्ना,OK
391.91,391.91,QTL,ARR0020077,2026-07-27,MANDI014,Wheat,Local,39191.0,KGS,74.0,Wheat,OK
-481.22,-481.22,QTL,ARR0014778,2026-06-01,MANDI006,Cotton,Pusa-1121,-481.22,Qtl,112.0,Cotton,OK
215.51,215.51,QTL,ARR0023593,2026-03-07,MANDI053,Cotton,,21.551,MT,91.0,cotton,OK
293.83,293.83,QTL,ARR0011834,2026-06-10,MANDI005,Maize,PBW-343,293.83,Qtl,91.0,Maize,OK
448.98,448.98,QTL,ARR0012860,2026-07-31,MANDI012,Basmati,Premium,448.98,quintal,70.0,Basmati,OK
392.1,392.1,QTL,ARR0005986,2026-07-18,MANDI006,Maize,HD-2967,392.1 qtl,,74.0,Makka,OK
62.58,62.58,QTL,ARR0019659,2026-01-18,MANDI043,Sugarcane,PBW-343,6258.0,kg,136.0,sugarcane,OK
82.42,82.42,QTL,ARR0005254,2026-03-08,MANDI006,Wheat,Hybrid,82.42,qtl,137.0,गेहूं,OK
16.51,16.51,QTL,ARR0020770,2026-07-27,MANDI049,Cotton,,1.6510000000000002,MT,76.0,Kapas,OK
375.37,375.37,QTL,ARR0015487,2026-04-29,MANDI033,Cotton,Premium,37.537,MT,133.0,Narma,OK
302.68,302.68,QTL,ARR0016680,2026-04-06,MANDI053,Mustard,Local,30.268,MT,75.0,Sarso,OK
477.3,477.3,QTL,ARR0022753,2026-04-12,MANDI009,Mustard,HD-2967,477.3,Qtl,,Mustard,OK
270.6,270.6,QTL,ARR0017471,2026-08-04,MANDI015,Mustard,Local,270.6 qtl,,135.0,Sarson,OK
49.3,49.3,QTL,ARR0018743,2026-05-30,MANDI037,Maize,PBW-343,49.3,quintal,46.0,Corn,OK
350.81,350.81,QTL,ARR0011604,2026-08-24,MANDI034,Cotton,Pusa-1121,350.81 qtl,,126.0,Kapas,OK
313.63,313.63,QTL,ARR0000580,2026-01-03,MANDI007,Sugarcane,PBW-343,31363.0,KGS,48.0,Sugarcane,OK
497.01,497.01,QTL,,2026-02-01,MANDI023,Rice,Pusa-1121,497.01,Qtl,,धान,OK
306.56,306.56,QTL,ARR0024643,2026-01-20,MANDI020,Sugarcane,PBW-343,306.56 qtl,,78.0,sugarcane,OK
260.24,260.24,QTL,ARR0002456,2026-02-21,MANDI020,Rice,,260.24 qtl,,93.0,Paddy,OK
78.26,78.26,QTL,ARR0012982,2026-08-06,MANDI041,Cotton,HD-2967,78.26,qtl,68.0,कपास,OK
237.85,237.85,QTL,ARR0004809,2026-06-16,MANDI030,Rice,Premium,23785.0,Kgs,51.0,Paddy,OK
252.03,252.03,QTL,ARR0009015,2026-06-07,MANDI056,Maize,Local,252.03 qtl,,102.0,मक्का,OK
474.42,474.42,QTL,ARR0009060,2026-07-14,MANDI022,Sugarcane,Pusa-1121,47442.0,KGS,95.0,Sugarcane,OK
135.66,135.66,QTL,ARR0000138,2026-05-15,MANDI027,Mustard,Hybrid,13566.0,kg,,Sarson,OK
293.35,293.35,QTL,ARR0005130,2026-02-24,MANDI038,Cotton,PBW-343,29335.000000000004,Kilo,62.0,Narma,OK
109.71,109.71,QTL,ARR0019708,2026-01-13,MANDI033,Cotton,,109.71,Q,,Narma,OK
276.11,276.11,QTL,ARR0015972,2026-05-10,MANDI006,Mustard,HD-2967,27.611,Tonnes,134.0,Sarson,OK
254.78000000000003,254.78000000000003,QTL,ARR0017621,2026-02-12,MANDI040,Cotton,Premium,25.478,T,,Narma,OK
119.73,119.73,QTL,ARR0018976,2026-02-12,MANDI032,Sugarcane,HD-2967,11.973,Tonnes,28.0,Sugarcane,OK
396.93,396.93,QTL,ARR0007569,2026-05-26,MANDI005,Rice,,39693.0,kg,53.0,Chawal,OK
263.4,263.4,QTL,ARR0022906,2026-04-19,MANDI020,Mustard,Premium,26339.999999999996,KGS,120.0,Mustard,OK
73.2,73.2,QTL,ARR0011195,2026-09-06,MANDI025,Rice,,7320.0,Kgs,,Paddy,OK
368.5,368.5,QTL,ARR0000518,2026-05-12,MANDI036,Wheat,PBW-343,"36,850.0 KG",,119.0,Gehun,OK
246.89,246.89,QTL,ARR0013313,2026-08-03,MANDI033,Maize,PBW-343,24.689,Tonnes,78.0,Corn,OK
165.46,165.46,QTL,ARR0006953,2026-04-26,MANDI048,Cotton,,165.46,Qtl,69.0,Cotton,OK
263.65,263.65,QTL,ARR0017288,2026-04-15,MANDI018,Rice,Pusa-1121,263.65,Quintals,71.0,चावल,OK
270.84,270.84,QTL,ARR0012130,2026-01-17,MANDI008,Cotton,Hybrid,27.083999999999996,Tonnes,56.0,Cotton,OK
65.04,65.04,QTL,ARR0009819,2026-07-08,MANDI056,Rice,Premium,"6,504.000000000001 KG",,67.0,paddy,OK
199.92,199.92,QTL,ARR0004338,2026-04-06,MANDI053,Maize,,19992.0,kg,98.0,corn,OK
145.96,145.96,QTL,ARR0001030,2026-08-25,MANDI041,Sugarcane,Hybrid,14.596,Tonnes,127.0,गन्ना,OK
346.71,346.71,QTL,ARR0021748,2026-08-07,MANDI010,Sugarcane,PBW-343,34.671,MT,53.0,Ganna,OK
428.4,428.4,QTL,ARR0020812,2026-05-11,MANDI055,Sugarcane,Hybrid,428.4,Q,106.0,गन्ना,OK
451.25,451.25,QTL,ARR0018577,2026-07-10,MANDI053,Maize,,45.125,tonnes,147.0,Corn,OK
409.01,409.01,QTL,ARR0015732,2026-05-17,MANDI001,Rice,PBW-343,409.01 qtl,,33.0,धान,OK
179.77,179.77,QTL,ARR0007049,2026-02-04,MANDI011,Mustard,Premium,179.77,Q,132.0,Sarso,OK
50.37,50.37,QTL,ARR0001113,2026-06-06,MANDI031,Cotton,,50.37,Qtl,19.0,Narma,OK
344.77,344.77,QTL,ARR0012067,2026-03-08,MANDI052,Maize,PBW-343,344.77,quintal,,मक्का,OK
248.53,248.53,QTL,ARR0006746,2026-02-04,MANDI017,Mustard,PBW-343,248.53,Qtl,145.0,Sarso,OK
237.18,237.18,QTL,ARR0005460,2026-01-15,MANDI055,Maize,Pusa-1121,23718.0,Kilo,32.0,Corn,OK
272.22,272.22,QTL,ARR0003853,2026-04-01,MANDI049,Maize,PBW-343,27222.000000000004,kg,,Corn,OK
350.21,350.21,QTL,ARR0008311,2026-08-03,MANDI036,Wheat,PBW-343,350.21 qtl,,24.0,GEHUN,OK
158.95,158.95,QTL,ARR0009170,2026-04-08,MANDI030,Maize,,158.95,Q,18.0,Maize,OK
273.45,273.45,QTL,ARR0009729,2026-03-24,MANDI011,Sugarcane,Premium,27345.0,kg,,Sugarcane,OK
98.07,98.07,QTL,ARR0009141,2026-05-16,MANDI039,Rice,,98.07 qtl,,,Chawal,OK
203.09,203.09,QTL,ARR0001398,2026-06-02,MANDI017,Sugarcane,Pusa-1121,203.09,Q,73.0,गन्ना,OK
481.89,481.89,QTL,ARR0021614,2026-07-01,MANDI026,Wheat,PBW-343,481.89,quintal,60.0,Kanak,OK
15.37,15.37,QTL,ARR0007443,2026-06-08,MANDI004,Sugarcane,Pusa-1121,15.37,Qtl,17.0,sugarcane,OK
297.25,297.25,QTL,ARR0002919,2026-03-02,MANDI023,Mustard,Local,29725.0,Kgs,,Mustard,OK
28.05,28.05,QTL,ARR0010951,2026-01-22,MANDI048,Cotton,Premium,2805.0,kg,,कपास,OK
34.29,34.29,QTL,ARR0005338,2026-06-13,MANDI050,Maize,Premium,34.29,Q,,Corn,OK
286.87,286.87,QTL,ARR0003911,2026-01-13,MANDI047,Mustard,HD-2967,28687.0,Kgs,139.0,mustard,OK
338.35,338.35,QTL,ARR0012253,2026-02-04,MANDI001,Cotton,Premium,338.35,Qtl,120.0,Narma,OK
356.75,356.75,QTL,ARR0006310,2026-04-01,MANDI006,Wheat,Hybrid,"35,675.0 KG",,75.0,WHEAT,OK
15.43,15.43,QTL,ARR0006900,2026-01-06,MANDI021,Wheat,Local,1543.0,Kgs,59.0,गेहूं,OK
243.82,243.82,QTL,ARR0024293,2026-01-05,MANDI005,Mustard,,24.381999999999998,T,39.0,सरसों,OK
215.95,215.95,QTL,ARR0008140,2026-03-05,MANDI032,Cotton,Pusa-1121,21595.0,Kgs,127.0,कपास,OK
386.08,386.08,QTL,ARR0018688,2026-05-20,MANDI054,Cotton,PBW-343,386.08 qtl,,12.0,Cotton,OK
489.33,489.33,QTL,ARR0006865,2026-09-07,MANDI011,Sugarcane,Premium,489.33,Quintals,,Sugarcane,OK
288.38,288.38,QTL,ARR0017345,2026-02-09,MANDI025,Maize,HD-2967,28838.0,Kilo,,Maize,OK
291.57,291.57,QTL,ARR0016005,2026-03-09,MANDI056,Maize,PBW-343,291.57,Quintals,54.0,Makki,OK
416.88,416.88,QTL,ARR0010306,2026-06-21,MANDI054,Cotton,Local,41.688,tonnes,125.0,Cotton,OK
78.07,78.07,QTL,ARR0015169,2026-07-13,MANDI007,Mustard,PBW-343,78.07,qtl,124.0,Sarson,OK
174.08999999999997,174.08999999999997,QTL,ARR0024061,2026-08-24,MANDI027,Cotton,Local,17.409,MT,109.0,cotton,OK
45.62,45.62,QTL,ARR0016079,2026-06-15,MANDI008,Mustard,Pusa-1121,45.62 qtl,,43.0,mustard,OK
80.73,80.73,QTL,ARR0014231,2026-05-29,MANDI042,Mustard,,"8,073.0 KG",,53.0,mustard,OK
-307.35,-307.35,QTL,ARR0017548,2026-06-07,MANDI020,Maize,,-307.35,Qtl,123.0,Maize,OK
459.21,459.21,QTL,ARR0012594,2026-05-20,MANDI025,Maize,PBW-343,459.21,Quintals,51.0,Maize,OK
229.71,229.71,QTL,ARR0021825,2026-03-12,MANDI017,Mustard,Pusa-1121,22.971,tonnes,96.0,Sarso,OK
433.6700000000001,433.6700000000001,QTL,ARR0014735,2026-03-05,MANDI014,Wheat,Premium,43.367000000000004,Tonnes,114.0,Wheat,OK
219.19,219.19,QTL,ARR0014008,2026-08-11,MANDI017,Sugarcane,,"21,919.0 KG",,131.0,Ganna,OK
419.89,419.89,QTL,ARR0002496,2026-04-04,MANDI055,Mustard,Hybrid,419.89,Q,106.0,Mustard,OK
79.16,79.16,QTL,ARR0016239,2026-03-17,MANDI015,Wheat,,79.16,Qtl,114.0,Gehun,OK
317.4,317.4,QTL,ARR0011021,2026-04-27,MANDI044,Cotton,PBW-343,317.4,quintal,88.0,Cotton,OK
-1.9481,-1.9481,QTL,ARR0000747,2026-04-17,MANDI001,Wheat,Pusa-1121,-194.81,KG,130.0,GEHUN,OK
247.93,247.93,QTL,ARR0024046,2026-02-03,MANDI046,Sugarcane,PBW-343,24793.0,Kilo,93.0,sugarcane,OK
433.8,433.8,QTL,ARR0012369,2026-02-26,MANDI046,Rice,PBW-343,433.8,Quintals,,Paddy,OK
224.36,224.36,QTL,ARR0002702,2026-02-27,MANDI046,Basmati,Pusa-1121,224.36,Q,70.0,Basmati,OK
407.33,407.33,QTL,ARR0006182,2026-01-26,MANDI038,Wheat,Premium,407.33,Qtl,,Gehun,OK
394.7,394.7,QTL,ARR0011877,2026-06-01,MANDI017,Rice,HD-2967,39.47,Tonnes,80.0,धान,OK
83.9,83.9,QTL,ARR0001795,2026-08-01,MANDI047,Wheat,Premium,8390.0,KGS,49.0,wheat,OK
401.72,401.72,QTL,ARR0021222,2026-07-09,MANDI034,Rice,PBW-343,401.72 qtl,,102.0,paddy,OK
205.89,205.89,QTL,,2026-03-01,MANDI033,Rice,Premium,205.89,Q,85.0,Paddy,OK
393.93,393.93,QTL,ARR0019373,2026-05-24,MANDI003,Rice,Pusa-1121,39393.0,KGS,13.0,Chawal,OK
75.61,75.61,QTL,ARR0008179,2026-05-04,MANDI003,Cotton,Hybrid,75.61,quintal,36.0,Cotton,OK
367.99,367.99,QTL,ARR0006661,2026-06-22,MANDI024,Mustard,Pusa-1121,36.799,Tonnes,,mustard,OK
-302.01,-302.01,QTL,ARR0016982,2026-03-02,MANDI047,Sugarcane,Local,-302.01,Qtl,138.0,Sugarcane,OK
485.48,485.48,QTL,ARR0015773,2026-05-22,MANDI033,Mustard,Hybrid,48.548,MT,10.0,mustard,OK
113.52000000000001,113.52000000000001,QTL,ARR0010625,2026-04-12,MANDI055,Wheat,Premium,11.352,Tonnes,80.0,गेहूं,OK
364.28,364.28,QTL,ARR0001777,2026-06-18,MANDI049,Wheat,Local,364.28,quintal,147.0,गेहूं,OK
151.79,151.79,QTL,ARR0014868,2026-06-19,MANDI028,Sugarcane,HD-2967,151.79 qtl,,9.0,Sugarcane,OK
492.54,492.54,QTL,ARR0004630,2026-04-24,MANDI028,Mustard,Premium,49254.0,Kilo,104.0,Sarson,OK
-4.507099999999999,-4.507099999999999,QTL,ARR0018479,2026-07-15,MANDI014,Cotton,Pusa-1121,-450.71,KG,30.0,cotton,OK
336.68999999999994,336.68999999999994,QTL,ARR0013838,2026-07-18,MANDI022,Sugarcane,Local,33.669,tonnes,139.0,sugarcane,OK
462.8,462.8,QTL,ARR0011213,2026-06-21,MANDI049,Sugarcane,,462.8,Qtl,110.0,Sugarcane,OK
289.84,289.84,QTL,ARR0014029,2026-03-31,MANDI024,Mustard,Pusa-1121,289.84 qtl,,100.0,mustard,OK
28.78,28.78,QTL,ARR0017428,2026-03-21,MANDI030,Wheat,,2878.0,Kgs,139.0,Wheat,OK
193.96,193.96,QTL,ARR0017013,2026-07-17,MANDI005,Sugarcane,PBW-343,193.96,Q,126.0,Ganne,OK
432.24,432.24,QTL,ARR0007987,2026-04-03,MANDI031,Maize,Hybrid,43224.0,Kilo,,Corn,OK
200.67,200.67,QTL,ARR0005283,2026-06-29,MANDI016,Wheat,PBW-343,20067.0,kg,81.0,Gehun,OK
247.88,247.88,QTL,ARR0008584,2026-08-30,MANDI028,Sugarcane,HD-2967,"24,788.0 KG",,37.0,Sugarcane,OK
437.8,437.8,QTL,ARR0022838,2026-06-23,MANDI023,Mustard,PBW-343,437.8,Quintals,138.0,Mustard,OK
299.68,299.68,QTL,ARR0007096,2026-05-21,MANDI010,Sugarcane,Pusa-1121,299.68,qtl,83.0,Sugarcane,OK
211.21,211.21,QTL,ARR0012671,2026-03-19,MANDI052,Mustard,HD-2967,"21,121.0 KG",,88.0,Sarson,OK
343.91,343.91,QTL,ARR0000382,2026-03-22,MANDI025,Cotton,PBW-343,34391.0,Kgs,,cotton,OK
431.05000000000007,431.05000000000007,QTL,ARR0023097,2026-06-04,MANDI001,Sugarcane,Hybrid,43.105000000000004,MT,122.0,Sugarcane,OK
432.89,432.89,QTL,ARR0009808,2026-02-04,MANDI034,Sugarcane,HD-2967,"43,289.0 KG",,32.0,गन्ना,OK
491.87,491.87,QTL,ARR0013811,2026-03-06,MANDI021,Wheat,HD-2967,491.87 qtl,,96.0,Kanak,OK
40.93,40.93,QTL,ARR0016340,2026-01-20,MANDI004,Wheat,Hybrid,40.93,quintal,17.0,गेहूं,OK
180.44,180.44,QTL,ARR0001677,2026-01-01,MANDI046,Wheat,Local,180.44,qtl,,Kanak,OK
14.66,14.66,QTL,ARR0000715,2026-07-08,MANDI040,Wheat,PBW-343,14.66,Qtl,101.0,wheat,OK
44.12,44.12,QTL,ARR0002679,2026-01-13,MANDI054,Wheat,Premium,4412.0,Kgs,69.0,wheat,OK
379.86,379.86,QTL,ARR0015160,2026-07-17,MANDI051,Mustard,HD-2967,37.986000000000004,MT,115.0,Sarson,OK
252.68,252.68,QTL,ARR0012020,2026-03-16,MANDI040,Cotton,PBW-343,25268.0,KGS,,Narma,OK
392.17,392.17,QTL,ARR0018410,2026-07-03,MANDI014,Wheat,Pusa-1121,392.17,Q,52.0,WHEAT,OK
461.28,461.28,QTL,ARR0013296,2026-06-25,MANDI004,Wheat,,461.28,Qtl,131.0,Kanak,OK
319.65,319.65,QTL,ARR0019579,2026-07-01,MANDI050,Sugarcane,Local,31964.999999999996,Kgs,136.0,sugarcane,OK
-72.29,-72.29,QTL,ARR0022365,2026-01-25,MANDI051,Wheat,HD-2967,-72.29,Qtl,121.0,wheat,OK
145.94,145.94,QTL,ARR0009464,2026-05-21,MANDI005,Sugarcane,Hybrid,145.94,Q,65.0,Ganne,OK
442.22,442.22,QTL,ARR0003439,2026-06-20,MANDI005,Cotton,,44222.0,Kilo,119.0,Kapas,OK
215.45,215.45,QTL,ARR0016398,2026-07-29,MANDI048,Mustard,Premium,21.544999999999998,tonnes,60.0,Mustard,OK
105.52,105.52,QTL,ARR0007616,2026-05-08,MANDI025,Maize,Local,105.52,Qtl,114.0,Maize,OK
186.7,186.7,QTL,ARR0022389,2026-02-01,MANDI010,Cotton,Local,"18,670.0 KG",,16.0,कपास,OK
316.04,316.04,QTL,ARR0003825,2026-03-05,MANDI054,Mustard,,31.604000000000003,T,108.0,Sarso,OK
357.93,357.93,QTL,ARR0017667,2026-03-28,MANDI043,Mustard,Hybrid,35793.0,kg,118.0,mustard,OK
-0.2371,-0.2371,QTL,ARR0001587,2026-07-25,MANDI056,Cotton,Pusa-1121,-23.71,KG,89.0,cotton,OK
425.53,425.53,QTL,ARR0000007,2026-08-31,MANDI020,Mustard,PBW-343,42.553,T,,Sarson,OK
472.4,472.4,QTL,ARR0002744,2026-01-17,MANDI048,Wheat,HD-2967,472.4 qtl,,147.0,Gehun,OK
164.84,164.84,QTL,ARR0018151,2026-04-15,MANDI018,Cotton,Local,164.84,quintal,88.0,Kapas,OK
326.11,326.11,QTL,ARR0011267,2026-02-04,MANDI024,Rice,HD-2967,326.11,quintal,116.0,Paddy,OK
296.36,296.36,QTL,ARR0014972,2026-05-03,MANDI011,Sugarcane,PBW-343,296.36,Q,113.0,Sugarcane,OK
29.68,29.68,QTL,ARR0011828,2026-01-08,MANDI029,Maize,PBW-343,29.68,Qtl,,Corn,OK
16.9,16.9,QTL,ARR0006196,2026-08-23,MANDI044,Mustard,PBW-343,1.69,MT,72.0,सरसों,OK
25.42,25.42,QTL,ARR0021774,2026-04-18,MANDI016,Cotton,Hybrid,2.5420000000000003,T,51.0,cotton,OK
353.67,353.67,QTL,ARR0020707,2026-07-11,MANDI055,Maize,PBW-343,"35,367.0 KG",,,corn,OK
317.5,317.5,QTL,ARR0009419,2026-05-31,MANDI050,Mustard,Local,31750.0,kg,66.0,mustard,OK
452.28999999999996,452.28999999999996,QTL,ARR0003570,2026-03-23,MANDI057,Rice,HD-2967,45.229,Tonnes,62.0,Dhaan,OK
184.91,184.91,QTL,ARR0021418,2026-07-10,MANDI052,Rice,Hybrid,184.91,qtl,103.0,Dhaan,OK
462.59000000000003,462.59000000000003,QTL,ARR0006538,2026-06-30,MANDI007,Sugarcane,Hybrid,46.259,MT,11.0,Ganna,OK
455.6,455.6,QTL,ARR0011035,2026-07-12,MANDI022,Mustard,Pusa-1121,45560.0,Kgs,79.0,सरसों,OK
147.61,147.61,QTL,ARR0014252,2026-09-05,MANDI033,Maize,Pusa-1121,147.61,Qtl,65.0,Makki,OK
344.06,344.06,QTL,ARR0008910,2026-07-02,MANDI019,Cotton,Premium,34.406,Tonnes,25.0,cotton,OK
34.2,34.2,QTL,ARR0007013,2026-07-27,MANDI037,Wheat,Hybrid,34.2,quintal,88.0,Gehun,OK
46.59,46.59,QTL,ARR0006316,2026-03-13,MANDI005,Sugarcane,Hybrid,46.59,Q,98.0,Sugarcane,OK
476.0,476.0,QTL,ARR0018748,2026-09-08,MANDI025,Maize,,476.0,quintal,37.0,Corn,OK
139.45,139.45,QTL,ARR0010063,2026-02-04,MANDI042,Wheat,Premium,13944.999999999998,KGS,61.0,WHEAT,OK
253.86,253.86,QTL,ARR0011153,2026-02-14,MANDI045,Cotton,Local,253.86,Quintals,144.0,Kapas,OK
499.64,499.64,QTL,ARR0019905,2026-02-24,MANDI037,Mustard,,49.964,Tonnes,7.0,Sarso,OK
254.11,254.11,QTL,ARR0009398,2026-07-06,MANDI038,Maize,,25411.0,KG,,corn,OK
284.07,284.07,QTL,ARR0022895,2026-08-15,MANDI001,Sugarcane,HD-2967,28.407,Tonnes,14.0,गन्ना,OK
23.72,23.72,QTL,ARR0001024,2026-04-10,MANDI022,Basmati,HD-2967,23.72,Quintals,48.0,Basmati,OK
180.57,180.57,QTL,ARR0000889,2026-05-06,MANDI030,Sugarcane,Local,18.057,MT,132.0,गन्ना,OK
32.26,32.26,QTL,ARR0020488,2026-02-19,MANDI012,Wheat,Premium,"3,226.0 KG",,61.0,wheat,OK
206.32,206.32,QTL,ARR0010057,2026-02-08,MANDI023,Sugarcane,Hybrid,206.32,Quintals,87.0,Ganna,OK
230.38,230.38,QTL,ARR0007650,2026-08-21,MANDI016,Maize,Local,230.38,quintal,44.0,मक्का,OK
214.79,214.79,QTL,ARR0012053,2026-06-14,MANDI016,Wheat,,214.79 qtl,,80.0,WHEAT,OK
271.12,271.12,QTL,ARR0006068,2026-07-23,MANDI006,Mustard,Hybrid,27112.0,KGS,9.0,mustard,OK
-3.9282999999999997,-3.9282999999999997,QTL,ARR0010520,2026-02-04,MANDI003,Cotton,Local,-392.83,KG,134.0,Narma,OK
375.62,375.62,QTL,ARR0024335,2026-05-19,MANDI048,Maize,,375.62,Q,89.0,Corn,OK
494.51,494.51,QTL,ARR0006654,2026-09-08,MANDI046,Rice,Local,49.451,Tonnes,123.0,Dhaan,OK
31.69,31.69,QTL,ARR0007812,2026-01-13,MANDI026,Cotton,PBW-343,"3,169.0 KG",,44.0,Cotton,OK
137.69,137.69,QTL,ARR0007894,2026-08-10,MANDI010,Sugarcane,PBW-343,137.69,Q,103.0,sugarcane,OK
251.49,251.49,QTL,ARR0006721,2026-01-13,MANDI035,Sugarcane,Pusa-1121,251.49,Qtl,106.0,गन्ना,OK
