trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,transit_hours_raw,transit_hours_clean,transit_time_source,distance_km
TRP006072,MANDI011,WH-West,2026-05-26 14:43:00,2026-05-27 10:49:10,20.1,715.4465694,miles,UP-66-AB-9430,DRV394,20.1,20.1,reported,1151.396781998196
TRP004093,MANDI051,Export-Terminal,2026-01-11 21:27:43,2026-01-12 16:15:43,18.8,867.0,km,DL-95-DF-1151,DRV712,18.8,18.8,reported,867.0
TRP007464,MANDI032,WH-West,2026-01-27 12:12:17,2026-01-28 01:36:17,13.4,658.7,km,HR-57-BC-9688,,13.4,13.4,reported,658.7
TRP009110,MANDI021,WH-Central,2026-01-01 07:17:00,2026-01-02 06:59:39,-23.7,796.4733477999999,miles,DL-60-AB-2414,DRV256,-23.7,23.710833333333333,computed,1281.796417548452
TRP008200,MANDI046,WH-South,2026-08-04 01:43:13,2026-08-04 10:07:13,8.4,,,,DRV548,8.4,8.4,reported,
TRP004930,MANDI052,WH-East,2026-03-27 09:09:53,2026-03-28 00:15:53,15.1 hrs,535.1868423,miles,HR-38-BC-9249,DRV397,,15.1,computed,861.297592787082
TRP003459,MANDI008,WH-South,2026-01-07 00:29:02,2026-01-07 06:47:02,6.3,362.7,km,UP-24-CD-2690,DRV336,6.3,6.3,reported,362.7
TRP006861,MANDI056,WH-West,2026-01-23 15:25:54,2026-01-23 22:19:00,6.9,332.7,km,,DRV602,6.9,6.9,reported,332.7
TRP005954,MANDI016,WH-Central,2026-08-15 14:23:00,2026-08-15 23:53:00,9.5,456.4,km,UP-50-CD-4456,DRV724,9.5,9.5,reported,456.4
TRP005441,MANDI018,WH-East,2026-07-05 01:44:39,2026-07-05 03:50:39,2.1 hrs,107.6,km,UP-21-DF-7459,DRV536,,2.1,computed,107.6
TRP003523,MANDI025,WH-East,2026-01-04 21:47:51,2026-01-05 19:05:00,21.3,1253.8,km,HR-26-BC-4461,DRV262,21.3,21.3,reported,1253.8
TRP000694,MANDI003,WH-West,2026-01-16 00:00:00,2026-01-17 09:05:13,21.2,1038.5,km,DL-80-CD-4950,DRV302,21.2,21.2,reported,1038.5
TRP002534,MANDI033,WH-North,2026-05-12 01:20:50,2026-05-12 14:14:00,12.9,,,DL-54-AB-8295,DRV857,12.9,12.9,reported,
TRP006221,MANDI035,WH-North,2026-08-29 01:11:27,2026-08-29 23:47:27,22.6,982.9,km,HR-41-CD-1025,DRV783,22.6,22.6,reported,982.9
TRP000983,MANDI012,WH-West,2026-02-22 16:39:00,2026-02-23 07:57:13,15.3,705.2,km,,DRV183,15.3,15.3,reported,705.2
TRP009712,MANDI030,WH-Central,2026-07-06 00:11:00,,22.0,993.0,km,PB-84-CD-9416,DRV578,22.0,22.0,reported,993.0
TRP000080,MANDI002,Export-Terminal,2026-04-16 10:27:52,2026-04-16 23:33:00,-13.1,,,RJ-44-CD-2954,DRV248,-13.1,13.085555555555556,computed,
TRP008639,MANDI047,WH-South,2026-07-02 16:43:57,2026-07-03 07:31:00,14.8,876.2,km,UP-51-DF-1080,DRV465,14.8,14.8,reported,876.2
TRP007077,MANDI039,Export-Terminal,2026-03-13 06:40:00,2026-03-13 12:22:00,5.7,252.7,km,UP-13-BC-8967,DRV574,5.7,5.7,reported,252.7
TRP005338,MANDI008,WH-East,2026-05-14 03:40:36,2026-05-14 15:28:36,11.8,560.4,km,,DRV727,11.8,11.8,reported,560.4
TRP003687,MANDI015,WH-North,2026-03-04 09:19:32,2026-03-04 14:55:00,5.6,286.6,km,DL-66-AB-2118,,5.6,5.6,reported,286.6
TRP004061,MANDI001,WH-East,2026-08-18 23:48:06,,22.3,1221.1,km,UP-17-AB-2956,DRV679,22.3,22.3,reported,1221.1
TRP000262,MANDI024,WH-Central,2026-03-11 20:37:00,,22.9,1181.8,km,,DRV750,22.9,22.9,reported,1181.8
TRP002143,MANDI047,WH-West,2026-01-26 07:53:21,2026-01-26 12:53:21,5.0,288.0,km,PB-35-AB-8361,DRV606,5.0,5.0,reported,288.0
TRP006885,MANDI029,WH-West,2026-04-01 07:56:22,2026-04-02 01:32:22,17.6,,,RJ-18-DF-1328,DRV107,17.6,17.6,reported,
TRP002269,MANDI008,WH-South,2026-05-01 21:44:18,2026-05-02 02:26:18,4.7,247.6,km,HR-23-AB-7265,DRV132,4.7,4.7,reported,247.6
TRP000446,MANDI016,WH-Central,2026-08-19 15:56:00,2026-08-20 02:20:14,10.4,526.1,km,RJ-18-AB-2184,,10.4,10.4,reported,526.1
TRP005333,MANDI011,WH-East,2026-03-07 23:49:41,2026-03-08 14:07:41,14.3,834.7,km,,DRV364,14.3,14.3,reported,834.7
TRP004873,MANDI052,WH-East,2026-08-22 08:10:18,2026-08-22 16:16:00,8.1,348.7,km,RJ-38-CD-6067,,8.1,8.1,reported,348.7
TRP006990,MANDI049,WH-North,2026-04-14 06:07:00,2026-04-14 12:55:00,6.8,217.1070274,miles,,,6.8,6.8,reported,349.399023475916
TRP007235,MANDI015,WH-South,2026-05-25 23:45:00,2026-05-26 18:33:00,18.8,830.4,km,RJ-65-AB-3624,DRV596,18.8,18.8,reported,830.4
TRP003754,MANDI004,Export-Terminal,2026-04-19 06:50:00,,4.4,206.4,km,PB-10-CD-2868,DRV549,4.4,4.4,reported,206.4
TRP001702,MANDI012,WH-West,2026-04-08 09:46:00,2026-04-08 15:52:04,6.1,179.82476739999998,miles,,,6.1,6.1,reported,289.399191167516
TRP007580,MANDI002,WH-Central,2026-04-27 08:18:31,2026-04-27 19:24:31,11.1,311.1825968,miles,HR-22-AB-2318,DRV446,11.1,11.1,reported,500.798600334112
TRP002527,MANDI029,WH-South,2026-08-09 00:00:00,2026-08-10 01:32:02,11.6,599.3,km,RJ-77-CD-1344,DRV231,11.6,11.6,reported,599.3
TRP005501,MANDI046,WH-Central,2026-01-30 23:14:10,2026-01-31 02:38:10,3.4,158.3,km,DL-81-AB-8721,DRV495,3.4,3.4,reported,158.3
TRP005232,MANDI028,WH-Central,2026-08-11 17:09:00,2026-08-12 14:09:00,21.0,1067.7,km,UP-73-AB-7989,DRV961,21.0,21.0,reported,1067.7
TRP000069,MANDI002,WH-East,2026-08-23 14:45:00,2026-08-24 10:51:45,20.1,514.6815993,miles,DL-91-DF-4719,DRV348,20.1,20.1,reported,828.2976850174621
TRP001169,MANDI028,WH-Central,2026-03-09 22:12:00,2026-03-10 07:18:00,9.1,451.3,km,HR-42-CD-9927,DRV442,9.1,9.1,reported,451.3
TRP000049,MANDI006,WH-Central,2026-03-26 00:00:00,2026-03-27 06:37:15,11.3,383.385907,miles,PB-82-AB-6389,DRV436,11.3,11.3,reported,616.99827557138
TRP001054,MANDI054,WH-North,2026-08-01 03:12:21,2026-08-02 02:06:21,22.9 hrs,1232.6,km,HR-88-AB-4070,DRV582,,22.9,computed,1232.6
TRP000085,MANDI031,WH-North,2026-05-25 16:36:24,2026-05-26 12:18:24,19.7,655.1735824000001,miles,HR-34-DF-8055,DRV866,19.7,19.7,reported,1054.3970530996162
TRP003150,MANDI021,WH-West,2026-03-14 20:02:08,2026-03-15 15:26:00,-19.4,1094.7,km,DL-60-DF-6476,DRV115,-19.4,19.397777777777776,computed,1094.7
TRP000881,MANDI020,WH-Central,2026-08-08 19:37:01,2026-08-09 07:31:01,11.9,710.8,km,UP-37-CD-2491,DRV586,11.9,11.9,reported,710.8
TRP002652,MANDI032,WH-North,2026-05-15 20:19:18,2026-05-16 04:43:00,8.4,418.6,km,PB-47-DF-8868,DRV983,8.4,8.4,reported,418.6
TRP008194,MANDI029,WH-North,2026-03-24 21:03:05,2026-03-25 17:03:00,20.0,1128.0,km,HR-83-AB-2041,,20.0,20.0,reported,1128.0
TRP002440,MANDI006,WH-North,2026-08-31 12:17:13,2026-09-01 09:17:13,21.0,1181.7,km,RJ-24-CD-7991,DRV186,21.0,21.0,reported,1181.7
TRP004116,MANDI033,WH-South,2026-02-20 00:00:00,2026-02-20 23:43:08,15.6,820.4,km,HR-73-CD-7546,,15.6,15.6,reported,820.4
TRP009962,MANDI055,Export-Terminal,2026-09-09 18:16:52,2026-09-10 00:00:00,6.4,165.65750860000003,miles,HR-26-BC-2889,DRV429,6.4,6.4,reported,266.59925489032406
TRP001468,MANDI044,WH-Central,2026-08-16 20:32:00,2026-08-17 09:50:39,13.3,767.5,km,PB-91-BC-3026,DRV827,13.3,13.3,reported,767.5
TRP008519,MANDI040,WH-East,2026-05-17 21:48:34,2026-05-18 10:00:00,12.2,629.5,km,HR-29-CD-3275,DRV768,12.2,12.2,reported,629.5
TRP003594,MANDI004,WH-North,2026-01-01 08:25:11,2026-01-01 17:49:00,9.4,471.0,km,DL-15-AB-4319,DRV927,9.4,9.4,reported,471.0
TRP002442,MANDI003,WH-East,2026-06-15 02:17:00,2026-06-15 00:00:00,15.9 hrs,877.9,km,DL-26-AB-8729,DRV909,,,invalid,877.9
TRP006099,MANDI034,WH-South,2026-01-07 13:11:00,2026-01-07 00:00:00,6.2,333.0,km,HR-83-DF-7490,DRV988,6.2,6.2,reported,333.0
TRP000231,MANDI052,WH-West,2026-08-19 02:39:24,2026-08-20 00:45:00,22.1,884.5,km,,DRV122,22.1,22.1,reported,884.5
TRP001321,MANDI039,Export-Terminal,2026-02-07 13:13:38,2026-02-07 17:07:00,3.9,126.0140388,miles,UP-60-BC-5582,DRV704,3.9,3.9,reported,202.799433202392
TRP000042,MANDI036,WH-South,2026-01-04 01:46:03,2026-01-04 16:34:03,14.8,790.0,km,UP-18-DF-9882,DRV470,14.8,14.8,reported,790.0
TRP003040,MANDI035,WH-North,2026-01-10 14:37:11,2026-01-11 00:01:11,9.4,403.4,km,PB-76-BC-4923,DRV980,9.4,9.4,reported,403.4
TRP000778,MANDI054,WH-Central,2026-02-22 02:50:00,2026-02-22 23:14:00,20.4,973.2,km,RJ-98-DF-9209,,20.4,20.4,reported,973.2
TRP009498,MANDI055,WH-East,2026-08-23 09:20:43,2026-08-23 15:44:00,6.4,230.4665039,miles,DL-18-BC-2196,DRV829,6.4,6.4,reported,370.898963386426
TRP002373,MANDI044,WH-North,2026-02-27 15:57:17,2026-02-28 13:27:17,21.5,1172.2,km,,DRV856,21.5,21.5,reported,1172.2
TRP001730,MANDI016,WH-West,2026-07-13 09:44:13,2026-07-13 13:20:13,3.6,118.6197239,miles,,DRV118,3.6,3.6,reported,190.899466461226
TRP005571,MANDI021,Export-Terminal,2026-07-30 00:00:00,2026-07-30 00:00:00,2.6,136.4,km,UP-31-AB-7456,,2.6,2.6,reported,136.4
TRP000580,MANDI037,WH-North,2026-08-01 19:37:00,2026-08-02 14:37:23,19.0,1118.3,km,,DRV266,19.0,19.0,reported,1118.3
TRP007702,MANDI029,WH-East,2026-04-25 06:13:12,2026-04-25 18:07:12,-11.9,693.0,km,PB-41-CD-2898,DRV821,-11.9,11.9,computed,693.0
TRP006370,MANDI045,WH-North,2026-05-21 11:42:52,2026-05-21 14:24:52,2.7,140.8,km,PB-71-DF-1347,,2.7,2.7,reported,140.8
TRP003079,MANDI040,WH-Central,2026-07-14 17:48:17,,2.8,,,PB-27-CD-5644,DRV118,2.8,2.8,reported,
TRP007201,MANDI044,WH-Central,2026-06-14 10:46:00,2026-06-14 00:00:00,10.1 hrs,518.2,km,HR-63-DF-2966,DRV669,,,invalid,518.2
TRP003616,MANDI036,Export-Terminal,2026-03-08 14:54:18,2026-03-09 14:24:18,23.5,1080.1,km,HR-61-CD-1601,,23.5,23.5,reported,1080.1
TRP002868,MANDI054,WH-West,2026-02-05 21:56:08,2026-02-06 20:38:00,22.7,1194.5,km,PB-37-AB-1106,DRV740,22.7,22.7,reported,1194.5
TRP001492,MANDI050,WH-South,2026-04-15 22:01:24,2026-04-16 00:00:00,11.0,445.0,km,DL-94-BC-3822,,11.0,11.0,reported,445.0
TRP009243,MANDI039,Export-Terminal,2026-02-03 00:00:00,2026-02-04 00:00:00,16.6,684.9,km,RJ-53-AB-6459,,16.6,16.6,reported,684.9
TRP006124,MANDI039,WH-North,2026-01-25 11:00:10,2026-01-25 13:42:10,2.7,139.5,km,UP-32-AB-7409,DRV414,2.7,2.7,reported,139.5
TRP000062,MANDI014,WH-Central,2026-01-19 07:40:02,2026-01-19 12:52:02,5.2,229.2,km,HR-26-CD-9362,DRV734,5.2,5.2,reported,229.2
TRP004798,MANDI017,WH-West,2026-08-13 05:25:00,2026-08-13 11:43:49,6.3,172.18190410000005,miles,RJ-94-AB-2678,DRV293,6.3,6.3,reported,277.0992255442941
TRP004355,MANDI022,WH-Central,2026-03-11 02:20:00,2026-03-11 06:02:00,3.7,216.9,km,HR-76-BC-9989,DRV222,3.7,3.7,reported,216.9
TRP008404,MANDI029,WH-West,2026-02-18 10:34:00,2026-02-18 18:04:00,-7.5,435.3,km,PB-57-DF-8334,DRV243,-7.5,7.5,computed,435.3
TRP000403,MANDI022,WH-Central,2026-07-01 04:26:10,2026-07-01 18:38:10,14.2,738.3,km,DL-53-BC-1222,DRV210,14.2,14.2,reported,738.3
TRP000333,MANDI003,WH-North,2026-05-06 00:17:00,2026-05-06 14:53:00,-14.6,835.8,km,UP-46-DF-2641,DRV381,-14.6,14.6,computed,835.8
TRP002085,MANDI011,WH-South,2026-07-10 07:24:48,2026-07-11 03:18:48,19.9 hrs,815.1,km,DL-92-CD-5964,DRV164,,19.9,computed,815.1
TRP003058,MANDI005,WH-North,2026-01-21 19:54:35,2026-01-22 08:42:35,,595.5,km,DL-91-CD-6836,DRV488,,12.8,computed,595.5
TRP005559,MANDI008,WH-South,2026-03-17 17:57:00,2026-03-18 08:57:00,15.0,662.6,km,UP-68-DF-2708,DRV387,15.0,15.0,reported,662.6
TRP009730,MANDI053,WH-West,2026-05-25 15:48:00,2026-05-26 04:30:22,12.7,625.2,km,HR-12-BC-7868,DRV524,12.7,12.7,reported,625.2
TRP009642,MANDI037,WH-North,2026-04-08 09:57:09,2026-04-08 18:27:00,8.5,247.3677951,miles,RJ-72-BC-3543,DRV518,8.5,8.5,reported,398.098887366234
TRP000165,MANDI034,WH-West,2026-07-31 15:36:00,2026-07-31 22:30:39,6.9,403.6,km,DL-52-CD-7128,DRV692,6.9,6.9,reported,403.6
TRP004632,MANDI016,WH-North,2026-04-14 23:15:00,,11.5,681.9,km,PB-87-AB-6150,DRV952,11.5,11.5,reported,681.9
TRP002716,MANDI033,WH-East,2026-06-08 17:41:58,,12.6,625.5,km,,DRV519,12.6,12.6,reported,625.5
TRP009283,MANDI040,WH-South,2026-06-03 00:24:00,,4.0,187.5,km,PB-62-DF-9973,DRV613,4.0,4.0,reported,187.5
TRP007548,MANDI056,WH-Central,2026-07-05 19:42:59,2026-07-06 04:00:00,8.3,334.2,km,RJ-16-AB-4479,DRV648,8.3,8.3,reported,334.2
TRP005604,MANDI018,WH-North,2026-03-29 02:14:00,2026-03-29 10:50:00,8.6,390.8,km,HR-20-DF-2286,DRV232,8.6,8.6,reported,390.8
TRP006672,MANDI040,Export-Terminal,2026-04-30 14:18:00,2026-05-01 11:48:16,21.5,1081.6,km,HR-95-AB-8044,DRV994,21.5,21.5,reported,1081.6
TRP002756,MANDI042,WH-West,2026-07-04 06:44:00,2026-07-04 23:20:00,16.6,472.4283713,miles,DL-83-BC-4386,DRV144,16.6,16.6,reported,760.297875067942
TRP007672,MANDI024,WH-North,2026-08-03 12:46:08,2026-08-04 06:28:08,17.7,940.1,km,HR-42-BC-8080,DRV682,17.7,17.7,reported,940.1
TRP001335,MANDI015,Export-Terminal,2026-02-26 08:51:17,,,1029.2,km,DL-19-CD-3217,DRV515,,,invalid,1029.2
TRP008676,MANDI012,WH-South,2026-01-10 07:44:42,2026-01-10 11:50:42,4.1,172.4,km,DL-59-CD-5337,DRV858,4.1,4.1,reported,172.4
TRP002865,MANDI038,WH-South,2026-04-03 01:27:59,2026-04-03 13:03:59,11.6,676.4,km,HR-46-BC-7386,DRV703,11.6,11.6,reported,676.4
TRP001660,MANDI001,WH-South,2026-06-18 02:53:00,2026-06-18 05:41:00,2.8,134.6,km,HR-10-CD-4254,DRV812,2.8,2.8,reported,134.6
TRP004792,MANDI028,Export-Terminal,2026-04-22 15:23:45,2026-04-22 19:41:45,4.3,203.1,km,HR-42-BC-5611,,4.3,4.3,reported,203.1
TRP000754,MANDI028,WH-North,2026-07-18 09:20:31,2026-07-19 00:00:00,16.6,909.3,km,,DRV795,16.6,16.6,reported,909.3
TRP003065,MANDI049,WH-Central,2026-06-03 15:49:35,2026-06-04 05:07:35,13.3,,,,DRV507,13.3,13.3,reported,
TRP008449,MANDI005,Export-Terminal,2026-03-09 21:15:00,2026-03-10 00:00:00,21.0,860.9,km,UP-55-CD-3944,DRV496,21.0,21.0,reported,860.9
TRP000707,MANDI005,WH-North,2026-07-10 08:01:38,,16.8,977.4,km,PB-80-BC-3111,DRV935,16.8,16.8,reported,977.4
TRP002974,MANDI002,WH-South,2026-02-24 18:21:00,2026-02-25 09:15:00,14.9,778.5,km,DL-23-BC-1691,DRV550,14.9,14.9,reported,778.5
TRP009179,MANDI013,WH-West,2026-01-27 00:00:00,2026-01-28 07:54:53,,742.0,km,RJ-73-CD-3704,DRV897,,31.914722222222224,computed,742.0
TRP005020,MANDI039,WH-Central,2026-08-02 02:08:54,2026-08-02 06:56:54,4.8 hrs,282.0,km,DL-63-CD-7047,DRV307,,4.8,computed,282.0
TRP007144,MANDI019,WH-Central,2026-02-21 08:33:58,2026-02-22 00:00:00,16.6,739.3,km,,DRV821,16.6,16.6,reported,739.3
TRP009968,MANDI017,WH-Central,2026-02-25 00:45:08,2026-02-25 15:33:08,14.8,766.2,km,HR-32-BC-8678,DRV903,14.8,14.8,reported,766.2
TRP003152,MANDI017,WH-North,2026-08-12 00:00:00,2026-08-12 14:27:52,14.4,729.4,km,UP-75-BC-2656,DRV437,14.4,14.4,reported,729.4
TRP004120,MANDI057,WH-North,2026-04-14 15:05:15,,23.3,1030.9,km,UP-11-AB-9018,DRV740,23.3,23.3,reported,1030.9
TRP009939,MANDI017,WH-North,2026-06-01 09:17:25,,5.5,289.5,km,UP-75-DF-2083,DRV552,5.5,5.5,reported,289.5
TRP009346,MANDI053,Export-Terminal,2026-06-03 09:31:22,2026-06-03 15:43:22,6.2,345.4,km,DL-43-DF-6401,DRV957,6.2,6.2,reported,345.4
TRP001835,MANDI038,WH-West,2026-08-15 14:08:00,2026-08-15 19:50:37,5.7,330.2,km,DL-26-DF-9569,DRV689,5.7,5.7,reported,330.2
TRP006271,MANDI017,WH-East,2026-08-16 00:00:00,2026-08-16 15:11:05,4.8,170.6906137,miles,RJ-98-AB-8096,DRV117,4.8,4.8,reported,274.699232251958
TRP007780,MANDI035,WH-West,2026-05-21 09:52:23,2026-05-22 03:10:00,17.3,873.9,km,,DRV834,17.3,17.3,reported,873.9
TRP004342,MANDI027,WH-East,2026-04-19 01:03:39,2026-04-19 04:51:39,3.8,220.6,km,PB-24-AB-7997,DRV970,3.8,3.8,reported,220.6
TRP004908,MANDI043,WH-West,2026-02-20 00:00:00,2026-02-21 10:26:00,13.5,783.6,km,DL-14-DF-9795,DRV254,13.5,13.5,reported,783.6
TRP005555,MANDI014,WH-East,2026-01-13 09:50:15,2026-01-14 05:20:15,19.5,861.2,km,HR-52-CD-2410,DRV481,19.5,19.5,reported,861.2
TRP009990,MANDI022,WH-East,2026-03-17 09:04:13,2026-03-18 04:52:13,19.8,672.323422,miles,DL-93-CD-5687,DRV303,19.8,19.8,reported,1081.99697596148
TRP007884,MANDI057,WH-West,2026-07-04 21:39:40,2026-07-05 19:15:00,,655.9192276,miles,DL-11-BC-5956,DRV535,,21.58888888888889,computed,1055.597049745784
TRP003650,MANDI054,WH-West,2026-04-21 08:51:09,2026-04-21 15:21:09,6.5,347.3,km,RJ-46-BC-4275,DRV149,6.5,6.5,reported,347.3
TRP002263,MANDI054,Export-Terminal,2026-08-21 10:55:01,2026-08-21 00:00:00,6.8,312.7,km,,DRV671,6.8,6.8,reported,312.7
TRP002247,MANDI032,WH-East,2026-08-16 23:30:00,2026-08-17 07:30:00,8.0,258.490336,miles,UP-55-DF-4215,,8.0,8.0,reported,415.99883733824
TRP000836,MANDI055,WH-Central,2026-08-04 18:39:00,2026-08-05 18:09:00,23.5,741.1713288,miles,HR-96-AB-5883,DRV393,23.5,23.5,reported,1192.796666290992
TRP008729,MANDI004,WH-West,2026-08-29 20:57:00,2026-08-30 05:39:56,8.7,262.4671104,miles,HR-36-CD-9886,DRV811,8.7,8.7,reported,422.398819451136
TRP005352,MANDI044,WH-East,2026-04-30 09:32:53,2026-05-01 00:02:00,14.5,679.1,km,DL-17-CD-5585,DRV934,14.5,14.5,reported,679.1
TRP000433,MANDI029,WH-East,2026-08-11 06:19:00,2026-08-11 17:01:31,10.7,432.5,km,UP-24-DF-5381,DRV562,10.7,10.7,reported,432.5
TRP004964,MANDI022,WH-Central,2026-01-14 23:52:07,2026-01-15 14:16:07,14.4,691.9,km,UP-94-DF-3578,,14.4,14.4,reported,691.9
TRP008505,MANDI048,Export-Terminal,2026-06-07 14:23:00,2026-06-08 10:35:00,20.2,674.0632608,miles,,DRV135,20.2,20.2,reported,1084.796968135872
TRP005124,MANDI052,WH-Central,2026-06-18 03:23:26,2026-06-19 01:23:00,22.0,1124.7,km,HR-55-CD-2151,DRV602,22.0,22.0,reported,1124.7
TRP006755,MANDI048,WH-Central,2026-03-08 00:00:00,2026-03-08 22:52:00,3.9,158.0,km,PB-77-DF-1675,DRV863,3.9,3.9,reported,158.0
TRP003942,MANDI019,WH-West,2026-01-20 00:39:09,2026-01-20 12:03:09,11.4,502.0,km,UP-93-AB-7904,DRV783,11.4,11.4,reported,502.0
TRP001194,MANDI027,WH-East,2026-07-28 22:29:00,2026-07-29 16:53:12,18.4,857.1,km,DL-71-CD-2421,DRV231,18.4,18.4,reported,857.1
TRP007554,MANDI051,WH-Central,2026-03-02 13:00:00,2026-03-03 06:06:52,17.1,,,,DRV634,17.1,17.1,reported,
TRP002907,MANDI040,WH-East,2026-09-05 19:35:46,2026-09-06 09:59:00,14.4,738.0,km,UP-26-BC-1478,DRV588,14.4,14.4,reported,738.0
TRP005962,MANDI016,Export-Terminal,2026-04-28 17:46:14,2026-04-29 14:46:14,21.0,1118.3,km,RJ-49-CD-1705,DRV963,21.0,21.0,reported,1118.3
TRP008553,MANDI034,WH-Central,2026-03-05 16:46:00,,7.3,,,,DRV438,7.3,7.3,reported,
TRP008275,MANDI034,WH-West,2026-05-24 09:07:23,2026-05-24 16:25:23,7.3,,,UP-76-BC-6454,DRV578,7.3,7.3,reported,
TRP008542,MANDI057,WH-South,2026-03-04 16:59:00,2026-03-05 05:53:52,12.9,720.3,km,UP-53-CD-2215,DRV763,12.9,12.9,reported,720.3
TRP003674,MANDI040,WH-South,2026-09-05 23:04:28,2026-09-06 00:00:00,24.0,1236.5,km,,,24.0,24.0,reported,1236.5
TRP006969,MANDI054,WH-East,2026-06-28 19:00:08,2026-06-29 12:06:08,,708.1,km,RJ-54-DF-6278,DRV769,,17.1,computed,708.1
TRP002730,MANDI046,WH-South,2026-04-02 00:00:00,2026-04-02 07:36:00,-5.0,214.0,km,PB-91-CD-3826,DRV920,-5.0,7.6,computed,214.0
TRP006551,MANDI042,WH-Central,2026-06-01 08:03:00,2026-06-01 11:45:00,3.7,204.2,km,PB-47-CD-6196,DRV596,3.7,3.7,reported,204.2
TRP006508,MANDI044,WH-North,2026-01-08 07:35:00,2026-01-08 22:59:06,15.4,904.0,km,,DRV182,15.4,15.4,reported,904.0
TRP000434,MANDI034,Export-Terminal,2026-02-14 05:05:24,2026-02-14 00:00:00,11.8,519.6,km,RJ-99-CD-8125,,11.8,11.8,reported,519.6
TRP003888,MANDI040,WH-West,2026-02-16 01:30:48,2026-02-16 07:06:48,5.6,275.5,km,PB-30-DF-2448,DRV912,5.6,5.6,reported,275.5
TRP008570,MANDI053,WH-West,2026-02-23 03:51:53,2026-02-23 07:15:53,3.4,192.0,km,,DRV205,3.4,3.4,reported,192.0
TRP009457,MANDI031,WH-Central,2026-08-10 19:11:00,2026-08-10 22:35:00,-3.4,146.7,km,,DRV511,-3.4,3.4,computed,146.7
TRP000105,MANDI047,WH-Central,2026-04-04 19:01:00,2026-04-05 16:25:52,21.4,1023.4,km,RJ-70-AB-6180,DRV623,21.4,21.4,reported,1023.4
TRP005799,MANDI022,WH-South,2026-02-14 20:57:00,2026-02-15 00:45:00,3.8,213.6,km,HR-67-DF-4061,DRV197,3.8,3.8,reported,213.6
TRP001657,MANDI011,WH-West,2026-07-28 10:40:12,2026-07-29 09:34:12,22.9,598.9395069,miles,PB-13-BC-8892,DRV151,22.9,22.9,reported,963.897306034446
TRP007415,MANDI023,WH-East,2026-04-01 11:56:54,2026-04-02 06:20:00,-18.4,951.9,km,HR-11-AB-7263,DRV485,-18.4,18.385,computed,951.9
TRP001534,MANDI023,WH-Central,2026-05-31 03:15:31,2026-05-31 07:45:00,4.5,220.8,km,,DRV235,4.5,4.5,reported,220.8
TRP002987,MANDI054,WH-North,2026-05-10 13:25:07,2026-05-10 17:49:07,4.4,200.3,km,HR-87-BC-1544,DRV334,4.4,4.4,reported,200.3
TRP008888,MANDI011,WH-Central,2026-06-25 05:28:00,2026-06-26 01:16:00,19.8,848.0,km,PB-33-CD-1026,DRV660,19.8,19.8,reported,848.0
TRP001333,MANDI026,WH-West,2026-04-30 23:28:45,2026-05-01 07:58:00,8.5,375.8,km,PB-18-AB-8413,DRV183,8.5,8.5,reported,375.8
TRP009736,MANDI053,WH-Central,2026-02-07 16:52:14,2026-02-08 03:40:14,10.8,560.5,km,,DRV920,10.8,10.8,reported,560.5
TRP006725,MANDI056,WH-East,2026-09-08 13:31:00,2026-09-09 08:49:00,19.3,846.5,km,,,19.3,19.3,reported,846.5
TRP005956,MANDI016,Export-Terminal,2026-02-16 11:02:12,2026-02-16 17:50:00,6.8,402.6,km,HR-23-DF-1709,DRV569,6.8,6.8,reported,402.6
TRP001444,MANDI021,WH-East,2026-06-23 00:00:00,,,911.7,km,RJ-21-CD-5846,DRV233,,,invalid,911.7
TRP003435,MANDI038,WH-Central,2026-09-08 23:35:35,,4.6,159.3816615,miles,,DRV119,4.6,4.6,reported,256.49928311841
TRP000215,MANDI049,WH-Central,2026-06-19 13:44:19,2026-06-20 00:00:00,16.1,941.2,km,HR-33-BC-6984,DRV703,16.1,16.1,reported,941.2
TRP005854,MANDI051,WH-North,2026-02-15 23:30:00,2026-02-16 20:12:00,20.7,1126.9,km,UP-38-CD-5638,DRV530,20.7,20.7,reported,1126.9
TRP006933,MANDI056,WH-East,2026-02-25 12:28:18,2026-02-26 03:22:00,14.9,539.2878909,miles,UP-35-CD-7004,DRV612,14.9,14.9,reported,867.8975743410059
TRP004903,MANDI001,WH-East,2026-05-25 00:00:00,2026-05-25 18:12:51,11.7,496.3,km,HR-15-DF-6255,DRV518,11.7,11.7,reported,496.3
TRP008240,MANDI041,WH-West,2026-07-19 09:06:37,2026-07-20 05:54:37,20.8,994.4,km,RJ-54-CD-7542,DRV995,20.8,20.8,reported,994.4
TRP001420,MANDI033,WH-North,2026-02-07 06:08:32,2026-02-07 20:38:00,14.5,443.3482085,miles,DL-65-DF-9748,,14.5,14.5,reported,713.49800586739
TRP003636,MANDI047,WH-North,2026-05-24 04:43:21,,12.9,521.3,km,,DRV769,12.9,12.9,reported,521.3
TRP008813,MANDI042,WH-North,2026-05-15 15:44:42,,3.6,193.8,km,DL-85-DF-5056,DRV506,3.6,3.6,reported,193.8
TRP000182,MANDI037,WH-South,2026-08-04 13:18:00,2026-08-04 18:06:00,4.8,271.2,km,RJ-37-BC-2117,DRV195,4.8,4.8,reported,271.2
